customerid,cardnumber,cvvno,authfactor,cardtype,currencyid,issuemonth,issueyear,validuptomonth,validuptoyear,creditlimit,cashlimit,cardstatusid
994,5212345678900994,809,VI620186,1,1,3,2014,3,2020,15182.0,1518.2,1
995,5212345678900995,496,VI789099,1,1,9,2014,9,2020,18988.0,1898.8,1
996,5212345678900996,836,VI990689,1,1,12,2014,12,2018,24658.0,2465.8,1
997,5212345678900997,327,VI364138,1,1,9,2014,9,2018,44216.0,4421.6,1
998,5212345678900998,128,MA814489,2,1,8,2014,8,2019,64244.0,6424.4,1
999,5212345678900999,154,MA471398,2,1,8,2014,8,2017,43726.0,4372.6,1
1000,5212345678901000,207,MA675253,2,1,12,2014,12,2017,46022.0,4602.2,1
1001,6571234567891001,777,SYNE1234,1,1,1,2001,12,2020,100000.0,1000.0,1
1002,6571234567891002,555,PRU1234,1,1,1,2001,12,2020,100000.0,1000.0,1
1003,6571234567891003,777,SHE1234,1,1,1,2001,12,2020,100000.0,1000.0,1
1004,6571234567891004,555,HYP1234,1,1,1,2001,12,2020,100000.0,1000.0,1
1005,6571234567891005,555,BLA1234,1,1,1,2001,12,2020,100000.0,1000.0,1
1006,6571234567891006,555,SUP1234,1,1,1,2001,12,2020,100000.0,1000.0,1
