id,loannumber,wiretypeid,fromBank,fromaccountid,amount,whentime
4630,30,1,SBINUS39XXX,393851,2964.0,2016-01-10 20:39:51
4631,31,1,SBINUS39XXX,470262,4452.0,2016-01-10 20:39:51
4632,32,1,SBINUS39XXX,305156,5121.0,2016-01-10 20:39:51
4633,33,1,SBINUS39XXX,589197,2128.0,2016-01-10 20:39:51
4634,34,1,SBINUS39XXX,371491,5925.0,2016-01-10 20:39:51
4635,35,1,SBINUS39XXX,923660,1422.0,2016-01-10 20:39:51
4636,36,1,SBINUS39XXX,125917,4921.0,2016-01-10 20:39:51
4637,37,1,SBINUS39XXX,308183,1640.0,2016-01-10 20:39:51
4638,38,1,SBINUS39XXX,918862,5093.0,2016-01-10 20:39:51
4639,39,1,SBINUS39XXX,880727,2939.0,2016-01-10 20:39:51
4640,40,1,SBINUS39XXX,712159,5550.0,2016-01-10 20:39:51
4641,41,1,SBINUS39XXX,918519,1530.0,2016-01-10 20:39:51
4642,42,1,SBINUS39XXX,150467,1524.0,2016-01-10 20:39:51
4643,43,1,SBINUS39XXX,936179,1423.0,2016-01-10 20:39:51
4644,44,1,SBINUS39XXX,699610,3329.0,2016-01-10 20:39:51
4645,45,1,SBINUS39XXX,236879,4491.0,2016-01-10 20:39:51
4646,46,1,SBINUS39XXX,237738,3942.0,2016-01-10 20:39:51
4647,47,1,SBINUS39XXX,518505,5914.0,2016-01-10 20:39:51
4648,48,1,SBINUS39XXX,166202,3880.0,2016-01-10 20:39:51
4649,49,1,SBINUS39XXX,697202,737.0,2016-01-10 20:39:51
4650,50,1,SBINUS39XXX,873515,1839.0,2016-01-10 20:39:51
4651,51,1,SBINUS39XXX,491731,5063.0,2016-01-10 20:39:51
4652,52,1,SBINUS39XXX,306189,1655.0,2016-01-10 20:39:51
4653,53,1,SBINUS39XXX,943992,5435.0,2016-01-10 20:39:51
4654,54,1,SBINUS39XXX,163625,2573.0,2016-01-10 20:39:51
4655,55,1,SBINUS39XXX,826972,5548.0,2016-01-10 20:39:51
4656,56,1,SBINUS39XXX,941307,3680.0,2016-01-10 20:39:51
4657,57,1,SBINUS39XXX,467280,4819.0,2016-01-10 20:39:51
4658,58,1,SBINUS39XXX,624937,3280.0,2016-01-10 20:39:51
4659,59,1,SBINUS39XXX,518480,5920.0,2016-01-10 20:39:51
4660,60,1,SBINUS39XXX,936429,2609.0,2016-01-10 20:39:51
4661,61,1,SBINUS39XXX,828379,4098.0,2016-01-10 20:39:51
4662,62,1,SBINUS39XXX,203790,3942.0,2016-01-10 20:39:51
4663,63,1,SBINUS39XXX,165101,4054.0,2016-01-10 20:39:51
4664,64,1,SBINUS39XXX,420727,4781.0,2016-01-10 20:39:51
4665,65,1,SBINUS39XXX,745558,3279.0,2016-01-10 20:39:51
4666,66,1,SBINUS39XXX,781588,4934.0,2016-01-10 20:39:51
4667,67,1,SBINUS39XXX,531934,5041.0,2016-01-10 20:39:51
4668,68,1,SBINUS39XXX,471852,5161.0,2016-01-10 20:39:51
4669,69,1,SBINUS39XXX,413103,4338.0,2016-01-10 20:39:51
4670,70,1,SBINUS39XXX,268381,864.0,2016-01-10 20:39:51
4671,71,1,SBINUS39XXX,921658,2101.0,2016-01-10 20:39:51
4672,72,1,SBINUS39XXX,988304,4646.0,2016-01-10 20:39:51
4673,73,1,SBINUS39XXX,587734,5647.0,2016-01-10 20:39:51
4674,74,1,SBINUS39XXX,751890,4304.0,2016-01-10 20:39:51
4675,75,1,SBINUS39XXX,969725,4697.0,2016-01-10 20:39:51
4676,76,1,SBINUS39XXX,708666,2111.0,2016-01-10 20:39:51
4677,77,1,SBINUS39XXX,764406,4992.0,2016-01-10 20:39:51
4678,78,1,SBINUS39XXX,874008,5167.0,2016-01-10 20:39:51
4679,79,1,SBINUS39XXX,475510,2191.0,2016-01-10 20:39:51
4680,80,1,SBINUS39XXX,960256,3124.0,2016-01-10 20:39:51
4681,81,1,SBINUS39XXX,962257,1787.0,2016-01-10 20:39:51
4682,82,1,SBINUS39XXX,940970,2315.0,2016-01-10 20:39:51
4683,83,1,SBINUS39XXX,943072,5207.0,2016-01-10 20:39:51
4684,84,1,SBINUS39XXX,749337,2270.0,2016-01-10 20:39:51
4685,85,1,SBINUS39XXX,486555,5759.0,2016-01-10 20:39:51
4686,86,1,SBINUS39XXX,930344,1393.0,2016-01-10 20:39:51
4687,87,1,SBINUS39XXX,602125,5230.0,2016-01-10 20:39:51
4688,88,1,SBINUS39XXX,752325,2625.0,2016-01-10 20:39:51
4689,89,1,SBINUS39XXX,893766,3810.0,2016-01-10 20:39:51
4690,90,1,SBINUS39XXX,624005,4627.0,2016-01-10 20:39:51
4691,91,1,SBINUS39XXX,275651,4221.0,2016-01-10 20:39:51
4692,92,1,SBINUS39XXX,908786,1691.0,2016-01-10 20:39:51
4693,93,1,SBINUS39XXX,844747,2223.0,2016-01-10 20:39:51
4694,94,1,SBINUS39XXX,627076,3071.0,2016-01-10 20:39:51
4695,95,1,SBINUS39XXX,876359,3844.0,2016-01-10 20:39:51
4696,96,1,SBINUS39XXX,192134,5931.0,2016-01-10 20:39:51
4697,97,1,SBINUS39XXX,666203,3947.0,2016-01-10 20:39:51
4698,98,1,SBINUS39XXX,674477,5793.0,2016-01-10 20:39:51
4699,99,1,SBINUS39XXX,418939,2691.0,2016-01-10 20:39:51
4700,100,1,SBINUS39XXX,932297,1869.0,2016-01-10 20:39:51
4701,1,1,SBINUS39XXX,891272,1196.0,2016-02-10 20:09:51
4702,2,1,SBINUS39XXX,567538,1705.0,2016-02-10 20:09:51
4703,3,1,SBINUS39XXX,500724,908.0,2016-02-10 20:09:51
4704,4,1,SBINUS39XXX,914466,4144.0,2016-02-10 20:09:51
4705,5,1,SBINUS39XXX,783774,2722.0,2016-02-10 20:09:51
4706,6,1,SBINUS39XXX,663702,3511.0,2016-02-10 20:09:51
4707,7,1,SBINUS39XXX,636714,3284.0,2016-02-10 20:09:51
4708,8,1,SBINUS39XXX,878538,679.0,2016-02-10 20:09:51
4709,9,1,SBINUS39XXX,450148,1394.0,2016-02-10 20:09:51
4710,10,1,SBINUS39XXX,839923,2765.0,2016-02-10 20:09:51
4711,11,1,SBINUS39XXX,891150,4256.0,2016-02-10 20:09:51
4712,12,1,SBINUS39XXX,620127,3577.0,2016-02-10 20:09:51
4713,13,1,SBINUS39XXX,212335,3032.0,2016-02-10 20:09:51
4714,14,1,SBINUS39XXX,893318,1798.0,2016-02-10 20:09:51
4715,15,1,SBINUS39XXX,524070,3929.0,2016-02-10 20:09:51
4716,16,1,SBINUS39XXX,763673,1615.0,2016-02-10 20:09:51
4717,17,1,SBINUS39XXX,115528,2657.0,2016-02-10 20:09:51
4718,18,1,SBINUS39XXX,220113,3221.0,2016-02-10 20:09:51
4719,19,1,SBINUS39XXX,478877,1312.0,2016-02-10 20:09:51
4720,20,1,SBINUS39XXX,554762,5515.0,2016-02-10 20:09:51
4721,21,1,SBINUS39XXX,871572,2750.0,2016-02-10 20:09:51
4722,22,1,SBINUS39XXX,672289,4363.0,2016-02-10 20:09:51
4723,23,1,SBINUS39XXX,768282,3965.0,2016-02-10 20:09:51
4724,24,1,SBINUS39XXX,393938,1841.0,2016-02-10 20:09:51
4725,25,1,SBINUS39XXX,345727,2449.0,2016-02-10 20:09:51
4726,26,1,SBINUS39XXX,954873,4538.0,2016-02-10 20:09:51
4727,27,1,SBINUS39XXX,932991,5482.0,2016-02-10 20:09:51
4728,28,1,SBINUS39XXX,184756,3085.0,2016-02-10 20:09:51
4729,29,1,SBINUS39XXX,967879,1467.0,2016-02-10 20:09:51
4730,30,1,SBINUS39XXX,393851,2964.0,2016-02-10 20:09:51
4731,31,1,SBINUS39XXX,470262,4452.0,2016-02-10 20:09:51
4732,32,1,SBINUS39XXX,305156,5121.0,2016-02-10 20:09:51
4733,33,1,SBINUS39XXX,589197,2128.0,2016-02-10 20:09:51
4734,34,1,SBINUS39XXX,371491,5925.0,2016-02-10 20:09:51
4735,35,1,SBINUS39XXX,923660,1422.0,2016-02-10 20:09:51
4736,36,1,SBINUS39XXX,125917,4921.0,2016-02-10 20:09:51
4737,37,1,SBINUS39XXX,308183,1640.0,2016-02-10 20:09:51
4738,38,1,SBINUS39XXX,918862,5093.0,2016-02-10 20:09:51
4739,39,1,SBINUS39XXX,880727,2939.0,2016-02-10 20:09:51
4740,40,1,SBINUS39XXX,712159,5550.0,2016-02-10 20:09:51
4741,41,1,SBINUS39XXX,918519,1530.0,2016-02-10 20:09:51
4742,42,1,SBINUS39XXX,150467,1524.0,2016-02-10 20:09:51
4743,43,1,SBINUS39XXX,936179,1423.0,2016-02-10 20:09:51
4744,44,1,SBINUS39XXX,699610,3329.0,2016-02-10 20:09:51
4745,45,1,SBINUS39XXX,236879,4491.0,2016-02-10 20:09:51
4746,46,1,SBINUS39XXX,237738,3942.0,2016-02-10 20:09:51
4747,47,1,SBINUS39XXX,518505,5914.0,2016-02-10 20:09:51
4748,48,1,SBINUS39XXX,166202,3880.0,2016-02-10 20:09:51
4749,49,1,SBINUS39XXX,697202,737.0,2016-02-10 20:09:51
4750,50,1,SBINUS39XXX,873515,1839.0,2016-02-10 20:09:51
4751,51,1,SBINUS39XXX,491731,5063.0,2016-02-10 20:09:51
4752,52,1,SBINUS39XXX,306189,1655.0,2016-02-10 20:09:51
4753,53,1,SBINUS39XXX,943992,5435.0,2016-02-10 20:09:51
4754,54,1,SBINUS39XXX,163625,2573.0,2016-02-10 20:09:51
4755,55,1,SBINUS39XXX,826972,5548.0,2016-02-10 20:09:51
4756,56,1,SBINUS39XXX,941307,3680.0,2016-02-10 20:09:51
4757,57,1,SBINUS39XXX,467280,4819.0,2016-02-10 20:09:51
4758,58,1,SBINUS39XXX,624937,3280.0,2016-02-10 20:09:51
4759,59,1,SBINUS39XXX,518480,5920.0,2016-02-10 20:09:51
4760,60,1,SBINUS39XXX,936429,2609.0,2016-02-10 20:09:51
4761,61,1,SBINUS39XXX,828379,4098.0,2016-02-10 20:09:51
4762,62,1,SBINUS39XXX,203790,3942.0,2016-02-10 20:09:51
4763,63,1,SBINUS39XXX,165101,4054.0,2016-02-10 20:09:51
4764,64,1,SBINUS39XXX,420727,4781.0,2016-02-10 20:09:51
4765,65,1,SBINUS39XXX,745558,3279.0,2016-02-10 20:09:51
4766,66,1,SBINUS39XXX,781588,4934.0,2016-02-10 20:09:51
4767,67,1,SBINUS39XXX,531934,5041.0,2016-02-10 20:09:51
4768,68,1,SBINUS39XXX,471852,5161.0,2016-02-10 20:09:51
4769,69,1,SBINUS39XXX,413103,4338.0,2016-02-10 20:09:51
4770,70,1,SBINUS39XXX,268381,864.0,2016-02-10 20:09:51
4771,71,1,SBINUS39XXX,921658,2101.0,2016-02-10 20:09:51
4772,72,1,SBINUS39XXX,988304,4646.0,2016-02-10 20:09:51
4773,73,1,SBINUS39XXX,587734,5647.0,2016-02-10 20:09:51
4774,74,1,SBINUS39XXX,751890,4304.0,2016-02-10 20:09:51
4775,75,1,SBINUS39XXX,969725,4697.0,2016-02-10 20:09:51
4776,76,1,SBINUS39XXX,708666,2111.0,2016-02-10 20:09:51
4777,77,1,SBINUS39XXX,764406,4992.0,2016-02-10 20:09:51
4778,78,1,SBINUS39XXX,874008,5167.0,2016-02-10 20:09:51
4779,79,1,SBINUS39XXX,475510,2191.0,2016-02-10 20:09:51
4780,80,1,SBINUS39XXX,960256,3124.0,2016-02-10 20:09:51
4781,81,1,SBINUS39XXX,962257,1787.0,2016-02-10 20:09:51
4782,82,1,SBINUS39XXX,940970,2315.0,2016-02-10 20:09:51
4783,83,1,SBINUS39XXX,943072,5207.0,2016-02-10 20:09:51
4784,84,1,SBINUS39XXX,749337,2270.0,2016-02-10 20:09:51
4785,85,1,SBINUS39XXX,486555,5759.0,2016-02-10 20:09:51
4786,86,1,SBINUS39XXX,930344,1393.0,2016-02-10 20:09:51
4787,87,1,SBINUS39XXX,602125,5230.0,2016-02-10 20:09:51
4788,88,1,SBINUS39XXX,752325,2625.0,2016-02-10 20:09:51
4789,89,1,SBINUS39XXX,893766,3810.0,2016-02-10 20:09:51
4790,90,1,SBINUS39XXX,624005,4627.0,2016-02-10 20:09:51
4791,91,1,SBINUS39XXX,275651,4221.0,2016-02-10 20:09:51
4792,92,1,SBINUS39XXX,908786,1691.0,2016-02-10 20:09:51
4793,93,1,SBINUS39XXX,844747,2223.0,2016-02-10 20:09:51
4794,94,1,SBINUS39XXX,627076,3071.0,2016-02-10 20:09:51
4795,95,1,SBINUS39XXX,876359,3844.0,2016-02-10 20:09:51
4796,96,1,SBINUS39XXX,192134,5931.0,2016-02-10 20:09:51
4797,97,1,SBINUS39XXX,666203,3947.0,2016-02-10 20:09:51
4798,98,1,SBINUS39XXX,674477,5793.0,2016-02-10 20:09:51
4799,99,1,SBINUS39XXX,418939,2691.0,2016-02-10 20:09:51
4800,100,1,SBINUS39XXX,932297,1869.0,2016-02-10 20:09:51
4801,1,1,SBINUS39XXX,891272,1196.0,2016-03-10 20:39:51
4802,2,1,SBINUS39XXX,567538,1705.0,2016-03-10 20:39:51
4803,3,1,SBINUS39XXX,500724,908.0,2016-03-10 20:39:51
4804,4,1,SBINUS39XXX,914466,4144.0,2016-03-10 20:39:51
4805,5,1,SBINUS39XXX,783774,2722.0,2016-03-10 20:39:51
4806,6,1,SBINUS39XXX,663702,3511.0,2016-03-10 20:39:51
4807,7,1,SBINUS39XXX,636714,3284.0,2016-03-10 20:39:51
4808,8,1,SBINUS39XXX,878538,679.0,2016-03-10 20:39:51
4809,9,1,SBINUS39XXX,450148,1394.0,2016-03-10 20:39:51
4810,10,1,SBINUS39XXX,839923,2765.0,2016-03-10 20:39:51
4811,11,1,SBINUS39XXX,891150,4256.0,2016-03-10 20:39:51
4812,12,1,SBINUS39XXX,620127,3577.0,2016-03-10 20:39:51
4813,13,1,SBINUS39XXX,212335,3032.0,2016-03-10 20:39:51
4814,14,1,SBINUS39XXX,893318,1798.0,2016-03-10 20:39:51
4815,15,1,SBINUS39XXX,524070,3929.0,2016-03-10 20:39:51
4816,16,1,SBINUS39XXX,763673,1615.0,2016-03-10 20:39:51
4817,17,1,SBINUS39XXX,115528,2657.0,2016-03-10 20:39:51
4818,18,1,SBINUS39XXX,220113,3221.0,2016-03-10 20:39:51
4819,19,1,SBINUS39XXX,478877,1312.0,2016-03-10 20:39:51
4820,20,1,SBINUS39XXX,554762,5515.0,2016-03-10 20:39:51
4821,21,1,SBINUS39XXX,871572,2750.0,2016-03-10 20:39:51
4822,22,1,SBINUS39XXX,672289,4363.0,2016-03-10 20:39:51
4823,23,1,SBINUS39XXX,768282,3965.0,2016-03-10 20:39:51
4824,24,1,SBINUS39XXX,393938,1841.0,2016-03-10 20:39:51
4825,25,1,SBINUS39XXX,345727,2449.0,2016-03-10 20:39:51
4826,26,1,SBINUS39XXX,954873,4538.0,2016-03-10 20:39:51
4827,27,1,SBINUS39XXX,932991,5482.0,2016-03-10 20:39:51
4828,28,1,SBINUS39XXX,184756,3085.0,2016-03-10 20:39:51
4829,29,1,SBINUS39XXX,967879,1467.0,2016-03-10 20:39:51
4830,30,1,SBINUS39XXX,393851,2964.0,2016-03-10 20:39:51
4831,31,1,SBINUS39XXX,470262,4452.0,2016-03-10 20:39:51
4832,32,1,SBINUS39XXX,305156,5121.0,2016-03-10 20:39:51
4833,33,1,SBINUS39XXX,589197,2128.0,2016-03-10 20:39:51
4834,34,1,SBINUS39XXX,371491,5925.0,2016-03-10 20:39:51
4835,35,1,SBINUS39XXX,923660,1422.0,2016-03-10 20:39:51
4836,36,1,SBINUS39XXX,125917,4921.0,2016-03-10 20:39:51
4837,37,1,SBINUS39XXX,308183,1640.0,2016-03-10 20:39:51
4838,38,1,SBINUS39XXX,918862,5093.0,2016-03-10 20:39:51
4839,39,1,SBINUS39XXX,880727,2939.0,2016-03-10 20:39:51
4840,40,1,SBINUS39XXX,712159,5550.0,2016-03-10 20:39:51
4841,41,1,SBINUS39XXX,918519,1530.0,2016-03-10 20:39:51
4842,42,1,SBINUS39XXX,150467,1524.0,2016-03-10 20:39:51
4843,43,1,SBINUS39XXX,936179,1423.0,2016-03-10 20:39:51
4844,44,1,SBINUS39XXX,699610,3329.0,2016-03-10 20:39:51
4845,45,1,SBINUS39XXX,236879,4491.0,2016-03-10 20:39:51
4846,46,1,SBINUS39XXX,237738,3942.0,2016-03-10 20:39:51
4847,47,1,SBINUS39XXX,518505,5914.0,2016-03-10 20:39:51
4848,48,1,SBINUS39XXX,166202,3880.0,2016-03-10 20:39:51
4849,49,1,SBINUS39XXX,697202,737.0,2016-03-10 20:39:51
4850,50,1,SBINUS39XXX,873515,1839.0,2016-03-10 20:39:51
4851,51,1,SBINUS39XXX,491731,5063.0,2016-03-10 20:39:51
4852,52,1,SBINUS39XXX,306189,1655.0,2016-03-10 20:39:51
4853,53,1,SBINUS39XXX,943992,5435.0,2016-03-10 20:39:51
4854,54,1,SBINUS39XXX,163625,2573.0,2016-03-10 20:39:51
4855,55,1,SBINUS39XXX,826972,5548.0,2016-03-10 20:39:51
4856,56,1,SBINUS39XXX,941307,3680.0,2016-03-10 20:39:51
4857,57,1,SBINUS39XXX,467280,4819.0,2016-03-10 20:39:51
4858,58,1,SBINUS39XXX,624937,3280.0,2016-03-10 20:39:51
4859,59,1,SBINUS39XXX,518480,5920.0,2016-03-10 20:39:51
4860,60,1,SBINUS39XXX,936429,2609.0,2016-03-10 20:39:51
4861,61,1,SBINUS39XXX,828379,4098.0,2016-03-10 20:39:51
4862,62,1,SBINUS39XXX,203790,3942.0,2016-03-10 20:39:51
4863,63,1,SBINUS39XXX,165101,4054.0,2016-03-10 20:39:51
4864,64,1,SBINUS39XXX,420727,4781.0,2016-03-10 20:39:51
4865,65,1,SBINUS39XXX,745558,3279.0,2016-03-10 20:39:51
4866,66,1,SBINUS39XXX,781588,4934.0,2016-03-10 20:39:51
4867,67,1,SBINUS39XXX,531934,5041.0,2016-03-10 20:39:51
4868,68,1,SBINUS39XXX,471852,5161.0,2016-03-10 20:39:51
4869,69,1,SBINUS39XXX,413103,4338.0,2016-03-10 20:39:51
4870,70,1,SBINUS39XXX,268381,864.0,2016-03-10 20:39:51
4871,71,1,SBINUS39XXX,921658,2101.0,2016-03-10 20:39:51
4872,72,1,SBINUS39XXX,988304,4646.0,2016-03-10 20:39:51
4873,73,1,SBINUS39XXX,587734,5647.0,2016-03-10 20:39:51
4874,74,1,SBINUS39XXX,751890,4304.0,2016-03-10 20:39:51
4875,75,1,SBINUS39XXX,969725,4697.0,2016-03-10 20:39:51
4876,76,1,SBINUS39XXX,708666,2111.0,2016-03-10 20:39:51
4877,77,1,SBINUS39XXX,764406,4992.0,2016-03-10 20:39:51
4878,78,1,SBINUS39XXX,874008,5167.0,2016-03-10 20:39:51
4879,79,1,SBINUS39XXX,475510,2191.0,2016-03-10 20:39:51
4880,80,1,SBINUS39XXX,960256,3124.0,2016-03-10 20:39:51
4881,81,1,SBINUS39XXX,962257,1787.0,2016-03-10 20:39:51
4882,82,1,SBINUS39XXX,940970,2315.0,2016-03-10 20:39:51
4883,83,1,SBINUS39XXX,943072,5207.0,2016-03-10 20:39:51
4884,84,1,SBINUS39XXX,749337,2270.0,2016-03-10 20:39:51
4885,85,1,SBINUS39XXX,486555,5759.0,2016-03-10 20:39:51
4886,86,1,SBINUS39XXX,930344,1393.0,2016-03-10 20:39:51
4887,87,1,SBINUS39XXX,602125,5230.0,2016-03-10 20:39:51
4888,88,1,SBINUS39XXX,752325,2625.0,2016-03-10 20:39:51
4889,89,1,SBINUS39XXX,893766,3810.0,2016-03-10 20:39:51
4890,90,1,SBINUS39XXX,624005,4627.0,2016-03-10 20:39:51
4891,91,1,SBINUS39XXX,275651,4221.0,2016-03-10 20:39:51
4892,92,1,SBINUS39XXX,908786,1691.0,2016-03-10 20:39:51
4893,93,1,SBINUS39XXX,844747,2223.0,2016-03-10 20:39:51
4894,94,1,SBINUS39XXX,627076,3071.0,2016-03-10 20:39:51
4895,95,1,SBINUS39XXX,876359,3844.0,2016-03-10 20:39:51
4896,96,1,SBINUS39XXX,192134,5931.0,2016-03-10 20:39:51
4897,97,1,SBINUS39XXX,666203,3947.0,2016-03-10 20:39:51
4898,98,1,SBINUS39XXX,674477,5793.0,2016-03-10 20:39:51
4899,99,1,SBINUS39XXX,418939,2691.0,2016-03-10 20:39:51
4900,100,1,SBINUS39XXX,932297,1869.0,2016-03-10 20:39:51
4901,1,1,SBINUS39XXX,891272,1196.0,2016-04-10 19:29:51
4902,2,1,SBINUS39XXX,567538,1705.0,2016-04-10 19:29:51
4903,3,1,SBINUS39XXX,500724,908.0,2016-04-10 19:29:51
4904,4,1,SBINUS39XXX,914466,4144.0,2016-04-10 19:29:51
4905,5,1,SBINUS39XXX,783774,2722.0,2016-04-10 19:29:51
4906,6,1,SBINUS39XXX,663702,3511.0,2016-04-10 19:29:51
4907,7,1,SBINUS39XXX,636714,3284.0,2016-04-10 19:29:51
4908,8,1,SBINUS39XXX,878538,679.0,2016-04-10 19:29:51
4909,9,1,SBINUS39XXX,450148,1394.0,2016-04-10 19:29:51
4910,10,1,SBINUS39XXX,839923,2765.0,2016-04-10 19:29:51
4911,11,1,SBINUS39XXX,891150,4256.0,2016-04-10 19:29:51
4912,12,1,SBINUS39XXX,620127,3577.0,2016-04-10 19:29:51
4913,13,1,SBINUS39XXX,212335,3032.0,2016-04-10 19:29:51
4914,14,1,SBINUS39XXX,893318,1798.0,2016-04-10 19:29:51
4915,15,1,SBINUS39XXX,524070,3929.0,2016-04-10 19:29:51
4916,16,1,SBINUS39XXX,763673,1615.0,2016-04-10 19:29:51
4917,17,1,SBINUS39XXX,115528,2657.0,2016-04-10 19:29:51
4918,18,1,SBINUS39XXX,220113,3221.0,2016-04-10 19:29:51
4919,19,1,SBINUS39XXX,478877,1312.0,2016-04-10 19:29:51
4920,20,1,SBINUS39XXX,554762,5515.0,2016-04-10 19:29:51
4921,21,1,SBINUS39XXX,871572,2750.0,2016-04-10 19:29:51
4922,22,1,SBINUS39XXX,672289,4363.0,2016-04-10 19:29:51
4923,23,1,SBINUS39XXX,768282,3965.0,2016-04-10 19:29:51
4924,24,1,SBINUS39XXX,393938,1841.0,2016-04-10 19:29:51
4925,25,1,SBINUS39XXX,345727,2449.0,2016-04-10 19:29:51
4926,26,1,SBINUS39XXX,954873,4538.0,2016-04-10 19:29:51
4927,27,1,SBINUS39XXX,932991,5482.0,2016-04-10 19:29:51
4928,28,1,SBINUS39XXX,184756,3085.0,2016-04-10 19:29:51
4929,29,1,SBINUS39XXX,967879,1467.0,2016-04-10 19:29:51
4930,30,1,SBINUS39XXX,393851,2964.0,2016-04-10 19:29:51
4931,31,1,SBINUS39XXX,470262,4452.0,2016-04-10 19:29:51
4932,32,1,SBINUS39XXX,305156,5121.0,2016-04-10 19:29:51
4933,33,1,SBINUS39XXX,589197,2128.0,2016-04-10 19:29:51
4934,34,1,SBINUS39XXX,371491,5925.0,2016-04-10 19:29:51
4935,35,1,SBINUS39XXX,923660,1422.0,2016-04-10 19:29:51
4936,36,1,SBINUS39XXX,125917,4921.0,2016-04-10 19:29:51
4937,37,1,SBINUS39XXX,308183,1640.0,2016-04-10 19:29:51
4938,38,1,SBINUS39XXX,918862,5093.0,2016-04-10 19:29:51
4939,39,1,SBINUS39XXX,880727,2939.0,2016-04-10 19:29:51
4940,40,1,SBINUS39XXX,712159,2775.0,2016-04-10 19:29:51
4941,41,1,SBINUS39XXX,918519,1530.0,2016-04-10 19:29:51
4942,42,1,SBINUS39XXX,150467,1524.0,2016-04-10 19:29:51
4943,43,1,SBINUS39XXX,936179,1423.0,2016-04-10 19:29:51
4944,44,1,SBINUS39XXX,699610,3329.0,2016-04-10 19:29:51
4945,45,1,SBINUS39XXX,236879,4491.0,2016-04-10 19:29:51
4946,46,1,SBINUS39XXX,237738,3942.0,2016-04-10 19:29:51
4947,47,1,SBINUS39XXX,518505,5914.0,2016-04-10 19:29:51
4948,48,1,SBINUS39XXX,166202,3880.0,2016-04-10 19:29:51
4949,49,1,SBINUS39XXX,697202,737.0,2016-04-10 19:29:51
4950,50,1,SBINUS39XXX,873515,1839.0,2016-04-10 19:29:51
4951,51,1,SBINUS39XXX,491731,5063.0,2016-04-10 19:29:51
4952,52,1,SBINUS39XXX,306189,1655.0,2016-04-10 19:29:51
4953,53,1,SBINUS39XXX,943992,5435.0,2016-04-10 19:29:51
4954,54,1,SBINUS39XXX,163625,2573.0,2016-04-10 19:29:51
4955,55,1,SBINUS39XXX,826972,5548.0,2016-04-10 19:29:51
4956,56,1,SBINUS39XXX,941307,3680.0,2016-04-10 19:29:51
4957,57,1,SBINUS39XXX,467280,4819.0,2016-04-10 19:29:51
4958,58,1,SBINUS39XXX,624937,3280.0,2016-04-10 19:29:51
4959,59,1,SBINUS39XXX,518480,5920.0,2016-04-10 19:29:51
4960,60,1,SBINUS39XXX,936429,2609.0,2016-04-10 19:29:51
4961,61,1,SBINUS39XXX,828379,4098.0,2016-04-10 19:29:51
4962,62,1,SBINUS39XXX,203790,3942.0,2016-04-10 19:29:51
4963,63,1,SBINUS39XXX,165101,4054.0,2016-04-10 19:29:51
4964,64,1,SBINUS39XXX,420727,4781.0,2016-04-10 19:29:51
4965,65,1,SBINUS39XXX,745558,3279.0,2016-04-10 19:29:51
4966,66,1,SBINUS39XXX,781588,4934.0,2016-04-10 19:29:51
4967,67,1,SBINUS39XXX,531934,1147.60130544,2016-04-10 19:29:51
4968,68,1,SBINUS39XXX,471852,5161.0,2016-04-10 19:29:51
4969,69,1,SBINUS39XXX,413103,4338.0,2016-04-10 19:29:51
4970,70,1,SBINUS39XXX,268381,864.0,2016-04-10 19:29:51
4971,71,1,SBINUS39XXX,921658,2101.0,2016-04-10 19:29:51
4972,72,1,SBINUS39XXX,988304,4646.0,2016-04-10 19:29:51
4973,73,1,SBINUS39XXX,587734,5647.0,2016-04-10 19:29:51
4974,74,1,SBINUS39XXX,751890,4304.0,2016-04-10 19:29:51
4975,75,1,SBINUS39XXX,969725,4697.0,2016-04-10 19:29:51
4976,76,1,SBINUS39XXX,708666,2111.0,2016-04-10 19:29:51
4977,77,1,SBINUS39XXX,764406,4992.0,2016-04-10 19:29:51
4978,78,1,SBINUS39XXX,874008,5167.0,2016-04-10 19:29:51
4979,79,1,SBINUS39XXX,475510,2191.0,2016-04-10 19:29:51
4980,80,1,SBINUS39XXX,960256,3124.0,2016-04-10 19:29:51
4981,81,1,SBINUS39XXX,962257,1787.0,2016-04-10 19:29:51
4982,82,1,SBINUS39XXX,940970,2315.0,2016-04-10 19:29:51
4983,83,1,SBINUS39XXX,943072,5207.0,2016-04-10 19:29:51
4984,84,1,SBINUS39XXX,749337,2270.0,2016-04-10 19:29:51
4985,85,1,SBINUS39XXX,486555,5759.0,2016-04-10 19:29:51
4986,86,1,SBINUS39XXX,930344,1393.0,2016-04-10 19:29:51
4987,87,1,SBINUS39XXX,602125,5230.0,2016-04-10 19:29:51
4988,88,1,SBINUS39XXX,752325,2625.0,2016-04-10 19:29:51
4989,89,1,SBINUS39XXX,893766,3810.0,2016-04-10 19:29:51
4990,90,1,SBINUS39XXX,624005,4627.0,2016-04-10 19:29:51
4991,91,1,SBINUS39XXX,275651,4221.0,2016-04-10 19:29:51
4992,92,1,SBINUS39XXX,908786,1691.0,2016-04-10 19:29:51
4993,93,1,SBINUS39XXX,844747,2223.0,2016-04-10 19:29:51
4994,94,1,SBINUS39XXX,627076,3071.0,2016-04-10 19:29:51
4995,95,1,SBINUS39XXX,876359,3844.0,2016-04-10 19:29:51
4996,96,1,SBINUS39XXX,192134,5931.0,2016-04-10 19:29:51
