TRANSACTIONID,FROMCUSTOMERID,FROMACCOUNTNO,TOCUSTOMERID,TOACCOUNTNO,TRANSACTIONSOURCE,DEBITCREDITINDICATOR,AMOUNT,TIMEOFTRANSACTION,DATE,STATUS,CHEQUEID,WIREID,ONLINEID,BRANCHCODE,DESCRIPTION
841400,47,22318,436,61331,Cheque,debit,85807,01:59:09,11-Jul-2016,Open,9637721,None,None,USA-WV25984,None
9535242,47,22318,436,61331,Cheque,debit,76198,01:18:27,11-Jul-2016,Open,995734,None,None,USA-WV25984,None
8568656,47,22318,436,61331,Cheque,debit,15391,01:44:39,11-Jul-2016,Open,1525698,None,None,USA-WV25984,None
9422629,47,22318,436,61331,Cheque,debit,72901,01:03:59,11-Jul-2016,Open,342209,None,None,USA-WV25984,None
969122,47,22318,436,61331,Cheque,debit,41709,01:54:46,11-Jul-2016,Open,3908387,None,None,USA-WV25984,None
6116530,47,22318,436,61331,Cheque,debit,48623,03:17:55,11-Jul-2016,Open,5398652,None,None,USA-WV25984,None
9742900,47,22318,436,61331,Cheque,debit,72619,02:51:04,11-Jul-2016,Open,7841968,None,None,USA-WV25984,None
2133369,47,22318,436,61331,Cheque,debit,42058,03:47:30,11-Jul-2016,Open,6084204,None,None,USA-WV25984,None
8764717,47,22318,436,61331,Cheque,debit,48307,00:40:42,11-Jul-2016,Open,5086734,None,None,USA-WV25984,None
6037465,47,22318,436,61331,Cheque,debit,17143,00:32:13,11-Jul-2016,Open,1861191,None,None,USA-WV25984,None
4328396,47,22318,436,61331,Cheque,debit,36424,02:51:30,11-Jul-2016,Open,862829,None,None,USA-WV25984,None
6076675,47,22318,436,61331,Cheque,debit,77085,02:52:45,11-Jul-2016,Open,5346238,None,None,USA-WV25984,None
1321987,47,22318,436,61331,Cheque,debit,21150,01:36:55,11-Jul-2016,Open,4038062,None,None,USA-WV25984,None
1433935,47,22318,436,61331,Cheque,debit,17705,01:26:52,11-Jul-2016,Open,7963616,None,None,USA-WV25984,None
9996173,47,22318,436,61331,Cheque,debit,53701,03:01:22,11-Jul-2016,Open,6085848,None,None,USA-WV25984,None
9285160,47,22318,436,61331,Cheque,debit,52826,03:04:16,11-Jul-2016,Open,3114615,None,None,USA-WV25984,None
4758166,47,22318,436,61331,Cheque,debit,84286,02:22:44,11-Jul-2016,Open,2462588,None,None,USA-WV25984,None
2633954,47,22318,436,61331,Cheque,debit,33663,00:47:59,11-Jul-2016,Open,388007,None,None,USA-WV25984,None
4980510,47,22318,436,61331,Cheque,debit,77368,00:43:58,11-Jul-2016,Open,4845304,None,None,USA-WV25984,None
4757747,47,22318,436,61331,Cheque,debit,36409,00:59:18,11-Jul-2016,Open,4230527,None,None,USA-WV25984,None
2444442,47,22318,436,61331,Cheque,debit,94238,01:01:26,11-Jul-2016,Open,7005492,None,None,USA-WV25984,None
6799592,47,22318,436,61331,Cheque,debit,36459,01:19:54,11-Jul-2016,Open,6104304,None,None,USA-WV25984,None
8438564,47,22318,436,61331,Cheque,debit,83519,01:47:27,11-Jul-2016,Open,7092221,None,None,USA-WV25984,None
5420817,47,22318,436,61331,Cheque,debit,68326,02:39:40,11-Jul-2016,Open,1408787,None,None,USA-WV25984,None
9460458,47,22318,436,61331,Cheque,debit,84000,01:29:50,11-Jul-2016,Open,478210,None,None,USA-WV25984,None
8195073,47,22318,436,61331,Cheque,debit,98876,03:07:53,11-Jul-2016,Open,3151474,None,None,USA-WV25984,None
6832025,47,22318,436,61331,Cheque,debit,10006,01:49:50,11-Jul-2016,Open,3754779,None,None,USA-WV25984,None
2202349,47,22318,436,61331,Cheque,debit,62286,00:37:02,11-Jul-2016,Open,9522697,None,None,USA-WV25984,None
9352779,47,22318,436,61331,Cheque,debit,62467,01:09:22,11-Jul-2016,Open,2219206,None,None,USA-WV25984,None
527166,47,22318,436,61331,Cheque,debit,91421,02:55:15,11-Jul-2016,Open,8364571,None,None,USA-WV25984,None
8138758,47,22318,436,61331,Cheque,debit,77622,02:17:10,11-Jul-2016,Open,6008274,None,None,USA-WV25984,None
8722497,47,22318,436,61331,Cheque,debit,99094,01:39:23,11-Jul-2016,Open,7130304,None,None,USA-WV25984,None
9011839,47,22318,436,61331,Cheque,debit,52703,01:43:35,11-Jul-2016,Open,6103527,None,None,USA-WV25984,None
3889005,47,22318,436,61331,Cheque,debit,22030,02:24:04,11-Jul-2016,Open,1282646,None,None,USA-WV25984,None
3868115,47,22318,436,61331,Cheque,debit,48505,02:30:43,11-Jul-2016,Open,5579104,None,None,USA-WV25984,None
6562376,47,22318,436,61331,Cheque,debit,89825,03:59:37,11-Jul-2016,Open,1431367,None,None,USA-WV25984,None
904716,47,22318,436,61331,Cheque,debit,94132,02:03:03,11-Jul-2016,Open,5637918,None,None,USA-WV25984,None
1147128,47,22318,436,61331,Cheque,debit,26758,01:09:14,11-Jul-2016,Open,3855402,None,None,USA-WV25984,None
8061072,47,22318,436,61331,Cheque,debit,73783,03:05:19,11-Jul-2016,Open,4777880,None,None,USA-WV25984,None
5054070,47,22318,436,61331,Cheque,debit,71360,02:48:45,11-Jul-2016,Open,882431,None,None,USA-WV25984,None
4542810,47,22318,436,61331,Cheque,debit,56420,02:37:08,11-Jul-2016,Open,4086187,None,None,USA-WV25984,None
1902255,47,22318,436,61331,Cheque,debit,42808,03:23:36,11-Jul-2016,Open,7138801,None,None,USA-WV25984,None
8767328,47,22318,436,61331,Cheque,debit,40033,03:11:14,11-Jul-2016,Open,7782283,None,None,USA-WV25984,None
3872914,47,22318,436,61331,Cheque,debit,44560,01:28:01,11-Jul-2016,Open,4241508,None,None,USA-WV25984,None
1019210,47,22318,436,61331,Cheque,debit,11706,01:24:41,11-Jul-2016,Open,4195569,None,None,USA-WV25984,None
6185671,47,22318,436,61331,Cheque,debit,65955,01:11:14,11-Jul-2016,Open,8761261,None,None,USA-WV25984,None
9588216,47,22318,436,61331,Cheque,debit,44338,00:55:31,11-Jul-2016,Open,6273530,None,None,USA-WV25984,None
4370320,47,22318,436,61331,Cheque,debit,53246,01:30:39,11-Jul-2016,Open,1992477,None,None,USA-WV25984,None
2707771,47,22318,436,61331,Cheque,debit,99637,02:43:31,11-Jul-2016,Open,518401,None,None,USA-WV25984,None
115127,47,22318,436,61331,Cheque,debit,84877,02:06:32,11-Jul-2016,Open,937779,None,None,USA-WV25984,None
1373256,47,22318,436,61331,Cheque,debit,36504,02:41:20,11-Jul-2016,Open,692783,None,None,USA-WV25984,None
1019167,47,22318,436,61331,Cheque,debit,47247,03:52:43,11-Jul-2016,Open,7868875,None,None,USA-WV25984,None
8917935,47,22318,436,61331,Cheque,debit,77137,02:23:44,11-Jul-2016,Open,3323397,None,None,USA-WV25984,None
6475406,47,22318,436,61331,Cheque,debit,43739,01:03:36,11-Jul-2016,Open,2977072,None,None,USA-WV25984,None
100170,47,22318,436,61331,Cheque,debit,95228,02:52:49,11-Jul-2016,Open,4281744,None,None,USA-WV25984,None
4250075,47,22318,436,61331,Cheque,debit,77336,03:17:38,11-Jul-2016,Open,5875821,None,None,USA-WV25984,None
942117,47,22318,436,61331,Cheque,debit,64919,03:01:09,11-Jul-2016,Open,5816333,None,None,USA-WV25984,None
2900058,47,22318,436,61331,Cheque,debit,31979,03:33:27,11-Jul-2016,Open,2134904,None,None,USA-WV25984,None
4736483,47,22318,436,61331,Cheque,debit,44074,02:39:51,11-Jul-2016,Open,4532707,None,None,USA-WV25984,None
6736075,47,22318,436,61331,Cheque,debit,19376,03:47:11,11-Jul-2016,Open,6769617,None,None,USA-WV25984,None
7482084,47,22318,436,61331,Cheque,debit,26599,03:38:14,11-Jul-2016,Open,1468000,None,None,USA-WV25984,None
4224149,47,22318,436,61331,Cheque,debit,35602,03:22:54,11-Jul-2016,Open,3210908,None,None,USA-WV25984,None
2817435,47,22318,436,61331,Cheque,debit,98996,01:18:07,11-Jul-2016,Open,1766690,None,None,USA-WV25984,None
1403515,47,22318,436,61331,Cheque,debit,68658,01:47:09,11-Jul-2016,Open,881250,None,None,USA-WV25984,None
7605222,47,22318,436,61331,Cheque,debit,17638,03:13:24,11-Jul-2016,Open,9191028,None,None,USA-WV25984,None
3498038,47,22318,436,61331,Cheque,debit,52599,03:24:22,11-Jul-2016,Open,3239917,None,None,USA-WV25984,None
4820338,47,22318,436,61331,Cheque,debit,16712,02:29:57,11-Jul-2016,Open,4031478,None,None,USA-WV25984,None
1863922,47,22318,436,61331,Cheque,debit,87580,02:01:00,11-Jul-2016,Open,2971575,None,None,USA-WV25984,None
4505424,47,22318,436,61331,Cheque,debit,83961,03:54:08,11-Jul-2016,Open,2246353,None,None,USA-WV25984,None
1484804,47,22318,436,61331,Cheque,debit,18717,02:07:41,11-Jul-2016,Open,8015055,None,None,USA-WV25984,None
2294260,47,22318,436,61331,Cheque,debit,96744,03:10:06,11-Jul-2016,Open,5920890,None,None,USA-WV25984,None
9469158,47,22318,436,61331,Cheque,debit,48152,02:01:19,11-Jul-2016,Open,6734704,None,None,USA-WV25984,None
5737876,47,22318,436,61331,Cheque,debit,94120,01:51:35,11-Jul-2016,Open,2465108,None,None,USA-WV25984,None
6614217,47,22318,436,61331,Cheque,debit,55613,01:27:43,11-Jul-2016,Open,3146590,None,None,USA-WV25984,None
6381922,47,22318,436,61331,Cheque,debit,51883,01:45:51,11-Jul-2016,Open,2663252,None,None,USA-WV25984,None
7875034,47,22318,436,61331,Cheque,debit,67089,02:39:10,11-Jul-2016,Open,8222419,None,None,USA-WV25984,None
8190697,47,22318,436,61331,Cheque,debit,39236,00:38:34,11-Jul-2016,Open,3601605,None,None,USA-WV25984,None
6913665,47,22318,436,61331,Cheque,debit,86063,02:02:22,11-Jul-2016,Open,9792358,None,None,USA-WV25984,None
6816183,47,22318,436,61331,Cheque,debit,92358,00:41:19,11-Jul-2016,Open,3624856,None,None,USA-WV25984,None
9871608,47,22318,436,61331,Cheque,debit,32321,01:32:53,11-Jul-2016,Open,7178140,None,None,USA-WV25984,None
7845665,47,22318,436,61331,Cheque,debit,49189,03:13:22,11-Jul-2016,Open,3361326,None,None,USA-WV25984,None
7914324,47,22318,436,61331,Cheque,debit,39307,03:45:50,11-Jul-2016,Open,9577589,None,None,USA-WV25984,None
2865442,47,22318,436,61331,Cheque,debit,67276,01:18:30,11-Jul-2016,Open,3486212,None,None,USA-WV25984,None
4147745,47,22318,436,61331,Cheque,debit,20404,03:34:13,11-Jul-2016,Open,4013569,None,None,USA-WV25984,None
1528263,47,22318,436,61331,Cheque,debit,83390,03:59:44,11-Jul-2016,Open,3995649,None,None,USA-WV25984,None
4662129,47,22318,436,61331,Cheque,debit,80537,00:25:29,11-Jul-2016,Open,183131,None,None,USA-WV25984,None
4044922,47,22318,436,61331,Cheque,debit,68245,03:04:27,11-Jul-2016,Open,3868027,None,None,USA-WV25984,None
146667,47,22318,436,61331,Cheque,debit,58625,03:08:14,11-Jul-2016,Open,345216,None,None,USA-WV25984,None
7558482,47,22318,436,61331,Cheque,debit,14834,02:39:24,11-Jul-2016,Open,3428273,None,None,USA-WV25984,None
3552546,47,22318,436,61331,Cheque,debit,66569,02:40:59,11-Jul-2016,Open,2468834,None,None,USA-WV25984,None
983553,47,22318,436,61331,Cheque,debit,84991,00:36:29,11-Jul-2016,Open,9023593,None,None,USA-WV25984,None
7898175,47,22318,436,61331,Cheque,debit,35435,00:13:58,11-Jul-2016,Open,5523780,None,None,USA-WV25984,None
6861565,47,22318,436,61331,Cheque,debit,87348,01:46:49,11-Jul-2016,Open,3105896,None,None,USA-WV25984,None
5205827,47,22318,436,61331,Cheque,debit,30872,03:28:07,11-Jul-2016,Open,8083386,None,None,USA-WV25984,None
6307166,47,22318,436,61331,Cheque,debit,19084,02:36:11,11-Jul-2016,Open,3476354,None,None,USA-WV25984,None
4896320,47,22318,436,61331,Cheque,debit,15364,02:20:24,11-Jul-2016,Open,7710150,None,None,USA-WV25984,None
8021716,47,22318,436,61331,Cheque,debit,48564,00:29:14,11-Jul-2016,Open,1850756,None,None,USA-WV25984,None
2513282,47,22318,436,61331,Cheque,debit,59393,01:05:33,11-Jul-2016,Open,1041899,None,None,USA-WV25984,None
9573591,47,22318,436,61331,Cheque,debit,77541,03:14:41,11-Jul-2016,Open,1750956,None,None,USA-WV25984,None
3129932,47,22318,436,61331,Cheque,debit,43080,03:21:06,11-Jul-2016,Open,1109110,None,None,USA-WV25984,None
4894870,47,22318,436,61331,Cheque,debit,19717,02:10:10,11-Jul-2016,Open,1459481,None,None,USA-WV25984,None
4479933,47,22318,436,61331,Cheque,debit,28226,03:50:08,11-Jul-2016,Open,8427529,None,None,USA-WV25984,None
2064744,47,22318,436,61331,Cheque,debit,81368,02:37:12,11-Jul-2016,Open,1238781,None,None,USA-WV25984,None
5649770,47,22318,436,61331,Cheque,debit,15152,00:47:38,11-Jul-2016,Open,7617756,None,None,USA-WV25984,None
2476743,47,22318,436,61331,Cheque,debit,98252,01:14:01,11-Jul-2016,Open,578735,None,None,USA-WV25984,None
8220490,47,22318,436,61331,Cheque,debit,22921,03:52:01,11-Jul-2016,Open,9800705,None,None,USA-WV25984,None
6535257,47,22318,436,61331,Cheque,debit,77195,01:56:17,11-Jul-2016,Open,6630479,None,None,USA-WV25984,None
2592655,47,22318,436,61331,Cheque,debit,94511,03:47:05,11-Jul-2016,Open,9825548,None,None,USA-WV25984,None
2934898,47,22318,436,61331,Cheque,debit,19073,00:30:42,11-Jul-2016,Open,3112091,None,None,USA-WV25984,None
3043195,47,22318,436,61331,Cheque,debit,58959,02:25:33,11-Jul-2016,Open,1178413,None,None,USA-WV25984,None
1159180,47,22318,436,61331,Cheque,debit,82232,00:46:20,11-Jul-2016,Open,1303229,None,None,USA-WV25984,None
1819562,47,22318,436,61331,Cheque,debit,87426,02:06:07,11-Jul-2016,Open,23719,None,None,USA-WV25984,None
4836968,47,22318,436,61331,Cheque,debit,44242,03:45:09,11-Jul-2016,Open,961398,None,None,USA-WV25984,None
7239478,47,22318,436,61331,Cheque,debit,22550,01:26:32,11-Jul-2016,Open,1848652,None,None,USA-WV25984,None
6195551,47,22318,436,61331,Cheque,debit,81818,00:23:39,11-Jul-2016,Open,6609550,None,None,USA-WV25984,None
1201835,47,22318,436,61331,Cheque,debit,71838,02:22:42,11-Jul-2016,Open,5138828,None,None,USA-WV25984,None
2177565,47,22318,436,61331,Cheque,debit,85533,01:36:54,11-Jul-2016,Open,1774826,None,None,USA-WV25984,None
4594317,47,22318,436,61331,Cheque,debit,66762,00:34:09,11-Jul-2016,Open,8027552,None,None,USA-WV25984,None
7333046,47,22318,436,61331,Cheque,debit,78135,03:19:05,11-Jul-2016,Open,6020830,None,None,USA-WV25984,None
3558813,47,22318,436,61331,Cheque,debit,65541,03:51:37,11-Jul-2016,Open,1717541,None,None,USA-WV25984,None
9446368,47,22318,436,61331,Cheque,debit,83803,00:15:22,11-Jul-2016,Open,3198525,None,None,USA-WV25984,None
186744,47,22318,436,61331,Cheque,debit,26472,02:08:40,11-Jul-2016,Open,4432247,None,None,USA-WV25984,None
5899093,47,22318,436,61331,Cheque,debit,76609,03:17:36,11-Jul-2016,Open,1631152,None,None,USA-WV25984,None
815875,47,22318,436,61331,Cheque,debit,24644,00:08:59,11-Jul-2016,Open,4654447,None,None,USA-WV25984,None
5804619,47,22318,436,61331,Cheque,debit,71202,00:47:44,11-Jul-2016,Open,4278086,None,None,USA-WV25984,None
7920174,47,22318,436,61331,Cheque,debit,15821,04:00:03,11-Jul-2016,Open,438312,None,None,USA-WV25984,None
1580399,47,22318,436,61331,Cheque,debit,39809,03:54:32,11-Jul-2016,Open,6938400,None,None,USA-WV25984,None
1547911,47,22318,436,61331,Cheque,debit,90515,00:05:34,11-Jul-2016,Open,9944499,None,None,USA-WV25984,None
9247952,47,22318,436,61331,Cheque,debit,65081,01:52:43,11-Jul-2016,Open,626460,None,None,USA-WV25984,None
9130799,47,22318,436,61331,Cheque,debit,25043,00:53:56,11-Jul-2016,Open,4393677,None,None,USA-WV25984,None
3206613,47,22318,436,61331,Cheque,debit,58198,03:54:09,11-Jul-2016,Open,4917308,None,None,USA-WV25984,None
7479881,47,22318,436,61331,Cheque,debit,31562,01:18:56,11-Jul-2016,Open,2551683,None,None,USA-WV25984,None
188906,47,22318,436,61331,Cheque,debit,45191,01:55:38,11-Jul-2016,Open,1120078,None,None,USA-WV25984,None
6172062,47,22318,436,61331,Cheque,debit,62386,01:08:54,11-Jul-2016,Open,2684953,None,None,USA-WV25984,None
568004,47,22318,436,61331,Cheque,debit,10713,01:49:59,11-Jul-2016,Open,8534241,None,None,USA-WV25984,None
1150616,47,22318,436,61331,Cheque,debit,77970,01:54:40,11-Jul-2016,Open,2606614,None,None,USA-WV25984,None
5684810,47,22318,436,61331,Cheque,debit,23644,00:15:37,11-Jul-2016,Open,5082950,None,None,USA-WV25984,None
1837607,47,22318,436,61331,Cheque,debit,10950,03:17:02,11-Jul-2016,Open,4542591,None,None,USA-WV25984,None
8303977,47,22318,436,61331,Cheque,debit,23196,00:18:19,11-Jul-2016,Open,6034346,None,None,USA-WV25984,None
4475331,47,22318,436,61331,Cheque,debit,63381,03:20:36,11-Jul-2016,Open,4805768,None,None,USA-WV25984,None
6268370,47,22318,436,61331,Cheque,debit,59494,01:15:39,11-Jul-2016,Open,4314436,None,None,USA-WV25984,None
8679774,47,22318,436,61331,Cheque,debit,53086,03:56:18,11-Jul-2016,Open,7365027,None,None,USA-WV25984,None
2711488,47,22318,436,61331,Cheque,debit,21206,02:36:41,11-Jul-2016,Open,1035641,None,None,USA-WV25984,None
9534513,47,22318,436,61331,Cheque,debit,84028,03:27:07,11-Jul-2016,Open,1014522,None,None,USA-WV25984,None
7984023,47,22318,436,61331,Cheque,debit,45847,00:58:27,11-Jul-2016,Open,1218637,None,None,USA-WV25984,None
9815266,47,22318,436,61331,Cheque,debit,25977,00:30:23,11-Jul-2016,Open,2602942,None,None,USA-WV25984,None
2839159,47,22318,436,61331,Cheque,debit,37692,03:29:11,11-Jul-2016,Open,7107204,None,None,USA-WV25984,None
2551058,47,22318,436,61331,Cheque,debit,57229,01:36:11,11-Jul-2016,Open,295592,None,None,USA-WV25984,None
2028960,47,22318,436,61331,Cheque,debit,22832,02:04:18,11-Jul-2016,Open,3297399,None,None,USA-WV25984,None
1819301,47,22318,436,61331,Cheque,debit,88793,01:33:13,11-Jul-2016,Open,7809004,None,None,USA-WV25984,None
5882776,47,22318,436,61331,Cheque,debit,67571,02:49:30,11-Jul-2016,Open,822684,None,None,USA-WV25984,None
3828452,47,22318,436,61331,Cheque,debit,77638,03:26:32,11-Jul-2016,Open,2539172,None,None,USA-WV25984,None
7426611,47,22318,436,61331,Cheque,debit,54748,02:22:02,11-Jul-2016,Open,4288077,None,None,USA-WV25984,None
4021109,47,22318,436,61331,Cheque,debit,85654,01:49:58,11-Jul-2016,Open,5787969,None,None,USA-WV25984,None
5538611,47,22318,436,61331,Cheque,debit,61068,02:42:05,11-Jul-2016,Open,9588740,None,None,USA-WV25984,None
2800735,47,22318,436,61331,Cheque,debit,27587,03:46:07,11-Jul-2016,Open,2463809,None,None,USA-WV25984,None
5951047,47,22318,436,61331,Cheque,debit,99603,03:37:36,11-Jul-2016,Open,6206156,None,None,USA-WV25984,None
5787296,47,22318,436,61331,Cheque,debit,74747,01:27:06,11-Jul-2016,Open,9591818,None,None,USA-WV25984,None
3976326,47,22318,436,61331,Cheque,debit,22772,03:26:55,11-Jul-2016,Open,5323500,None,None,USA-WV25984,None
6120111,47,22318,436,61331,Cheque,debit,45992,01:55:52,11-Jul-2016,Open,4891366,None,None,USA-WV25984,None
7288117,47,22318,436,61331,Cheque,debit,52603,01:38:38,11-Jul-2016,Open,2134719,None,None,USA-WV25984,None
9155852,47,22318,436,61331,Cheque,debit,17723,02:26:32,11-Jul-2016,Open,8868560,None,None,USA-WV25984,None
4446017,47,22318,436,61331,Cheque,debit,52431,02:56:17,11-Jul-2016,Open,2583210,None,None,USA-WV25984,None
8411484,47,22318,436,61331,Cheque,debit,91189,03:56:25,11-Jul-2016,Open,7093904,None,None,USA-WV25984,None
394222,47,22318,436,61331,Cheque,debit,33568,01:21:01,11-Jul-2016,Open,4368750,None,None,USA-WV25984,None
6982563,47,22318,436,61331,Cheque,debit,25281,02:58:33,11-Jul-2016,Open,5589571,None,None,USA-WV25984,None
8019254,47,22318,436,61331,Cheque,debit,62506,00:14:38,11-Jul-2016,Open,7730089,None,None,USA-WV25984,None
1868144,47,22318,436,61331,Cheque,debit,34010,01:01:23,11-Jul-2016,Open,5347982,None,None,USA-WV25984,None
9699435,47,22318,436,61331,Cheque,debit,82344,03:16:13,11-Jul-2016,Open,4877167,None,None,USA-WV25984,None
6663215,47,22318,436,61331,Cheque,debit,72758,02:14:40,11-Jul-2016,Open,6302456,None,None,USA-WV25984,None
6302055,47,22318,436,61331,Cheque,debit,60289,00:14:10,11-Jul-2016,Open,2272630,None,None,USA-WV25984,None
3887738,47,22318,436,61331,Cheque,debit,49055,01:33:12,11-Jul-2016,Open,436761,None,None,USA-WV25984,None
1755385,47,22318,436,61331,Cheque,debit,44880,00:10:59,11-Jul-2016,Open,3034547,None,None,USA-WV25984,None
3832987,47,22318,436,61331,Cheque,debit,70258,00:22:31,11-Jul-2016,Open,9915365,None,None,USA-WV25984,None
5846422,47,22318,436,61331,Cheque,debit,74376,02:21:53,11-Jul-2016,Open,9055583,None,None,USA-WV25984,None
2242086,47,22318,436,61331,Cheque,debit,36273,00:27:31,11-Jul-2016,Open,7395547,None,None,USA-WV25984,None
1402560,47,22318,436,61331,Cheque,debit,55312,00:15:56,11-Jul-2016,Open,1885,None,None,USA-WV25984,None
7433425,47,22318,436,61331,Cheque,debit,95787,03:35:24,11-Jul-2016,Open,3390592,None,None,USA-WV25984,None
7974737,47,22318,436,61331,Cheque,debit,89020,00:11:21,11-Jul-2016,Open,1472372,None,None,USA-WV25984,None
9252075,47,22318,436,61331,Cheque,debit,66546,03:19:55,11-Jul-2016,Open,8181771,None,None,USA-WV25984,None
5720360,47,22318,436,61331,Cheque,debit,38261,00:08:40,11-Jul-2016,Open,9149556,None,None,USA-WV25984,None
440072,47,22318,436,61331,Cheque,debit,97671,00:41:15,11-Jul-2016,Open,9353328,None,None,USA-WV25984,None
2749606,47,22318,436,61331,Cheque,debit,28876,03:26:28,11-Jul-2016,Open,5402019,None,None,USA-WV25984,None
1098165,47,22318,436,61331,Cheque,debit,32257,00:26:59,11-Jul-2016,Open,3502590,None,None,USA-WV25984,None
4895458,47,22318,436,61331,Cheque,debit,93357,02:44:11,11-Jul-2016,Open,1135259,None,None,USA-WV25984,None
5362675,47,22318,436,61331,Cheque,debit,92603,00:56:44,11-Jul-2016,Open,2772647,None,None,USA-WV25984,None
3975130,47,22318,436,61331,Cheque,debit,43005,00:46:42,11-Jul-2016,Open,4255332,None,None,USA-WV25984,None
1068511,47,22318,436,61331,Cheque,debit,93829,01:32:01,11-Jul-2016,Open,260622,None,None,USA-WV25984,None
5695265,47,22318,436,61331,Cheque,debit,91826,02:32:28,11-Jul-2016,Open,1293182,None,None,USA-WV25984,None
9393660,47,22318,436,61331,Cheque,debit,64274,02:19:48,11-Jul-2016,Open,8999322,None,None,USA-WV25984,None
8142760,47,22318,436,61331,Cheque,debit,56662,03:22:34,11-Jul-2016,Open,8919799,None,None,USA-WV25984,None
8875129,47,22318,436,61331,Cheque,debit,84202,03:24:34,11-Jul-2016,Open,9971394,None,None,USA-WV25984,None
8097402,47,22318,436,61331,Cheque,debit,49407,01:45:59,11-Jul-2016,Open,5686102,None,None,USA-WV25984,None
839173,47,22318,436,61331,Cheque,debit,83100,00:34:02,11-Jul-2016,Open,6087636,None,None,USA-WV25984,None
7268826,47,22318,436,61331,Cheque,debit,22640,00:22:57,11-Jul-2016,Open,4410705,None,None,USA-WV25984,None
8577847,47,22318,436,61331,Cheque,debit,42100,00:50:03,11-Jul-2016,Open,5104760,None,None,USA-WV25984,None
9564696,47,22318,436,61331,Cheque,debit,98060,01:41:50,11-Jul-2016,Open,7587877,None,None,USA-WV25984,None
5591469,47,22318,436,61331,Cheque,debit,59720,02:29:49,11-Jul-2016,Open,6010575,None,None,USA-WV25984,None
2589824,47,22318,436,61331,Cheque,debit,13953,03:16:01,11-Jul-2016,Open,5882035,None,None,USA-WV25984,None
1332402,47,22318,436,61331,Cheque,debit,18950,02:35:54,11-Jul-2016,Open,3170903,None,None,USA-WV25984,None
7943141,47,22318,436,61331,Cheque,debit,56721,02:09:12,11-Jul-2016,Open,7594784,None,None,USA-WV25984,None
7221933,47,22318,436,61331,Cheque,debit,81243,03:31:07,11-Jul-2016,Open,5353093,None,None,USA-WV25984,None
6774194,47,22318,436,61331,Cheque,debit,97002,03:10:03,11-Jul-2016,Open,186893,None,None,USA-WV25984,None
3872023,47,22318,436,61331,Cheque,debit,53325,02:24:13,11-Jul-2016,Open,161637,None,None,USA-WV25984,None
4653849,47,22318,436,61331,Cheque,debit,32777,01:18:26,11-Jul-2016,Open,5648383,None,None,USA-WV25984,None
9132108,47,22318,436,61331,Cheque,debit,89332,00:16:22,11-Jul-2016,Open,3416222,None,None,USA-WV25984,None
2107507,47,22318,436,61331,Cheque,debit,30108,01:13:44,11-Jul-2016,Open,9913435,None,None,USA-WV25984,None
4197153,47,22318,436,61331,Cheque,debit,26572,00:52:04,11-Jul-2016,Open,9671934,None,None,USA-WV25984,None
6830479,47,22318,436,61331,Cheque,debit,84722,01:57:17,11-Jul-2016,Open,6343666,None,None,USA-WV25984,None
4673316,47,22318,436,61331,Cheque,debit,42985,03:01:00,11-Jul-2016,Open,1068145,None,None,USA-WV25984,None
5345514,47,22318,436,61331,Cheque,debit,74102,01:41:53,11-Jul-2016,Open,640093,None,None,USA-WV25984,None
4703381,47,22318,436,61331,Cheque,debit,14837,00:22:38,11-Jul-2016,Open,8780070,None,None,USA-WV25984,None
6518199,47,22318,436,61331,Cheque,debit,89054,02:00:47,11-Jul-2016,Open,3118790,None,None,USA-WV25984,None
3731452,191,45192,543,26199,Wire,debit,78034,00:12:04,11-Jul-2016,Open,None,8345534,None,USA-AZ86004,None
1676300,191,45192,543,26199,Wire,debit,15550,02:05:15,11-Jul-2016,Open,None,1859105,None,USA-AZ86004,None
9782927,191,45192,543,26199,Wire,debit,61302,00:09:48,11-Jul-2016,Open,None,1983325,None,USA-AZ86004,None
1583251,191,45192,543,26199,Wire,debit,47272,00:16:16,11-Jul-2016,Open,None,6293763,None,USA-AZ86004,None
7896559,191,45192,543,26199,Wire,debit,71999,01:39:40,11-Jul-2016,Open,None,9375959,None,USA-AZ86004,None
3249469,191,45192,543,26199,Wire,debit,74241,02:20:12,11-Jul-2016,Open,None,888099,None,USA-AZ86004,None
1810125,191,45192,543,26199,Wire,debit,26058,02:48:58,11-Jul-2016,Open,None,8784265,None,USA-AZ86004,None
4148084,191,45192,543,26199,Wire,debit,99402,02:45:10,11-Jul-2016,Open,None,451408,None,USA-AZ86004,None
139817,191,45192,543,26199,Wire,debit,59015,00:39:42,11-Jul-2016,Open,None,4939763,None,USA-AZ86004,None
4321285,191,45192,543,26199,Wire,debit,16790,01:09:26,11-Jul-2016,Open,None,4638673,None,USA-AZ86004,None
5844665,191,45192,543,26199,Wire,debit,74805,00:56:09,11-Jul-2016,Open,None,6230002,None,USA-AZ86004,None
9585267,191,45192,543,26199,Wire,debit,96965,01:30:07,11-Jul-2016,Open,None,1207557,None,USA-AZ86004,None
5861848,191,45192,543,26199,Wire,debit,76305,01:17:10,11-Jul-2016,Open,None,74773,None,USA-AZ86004,None
2810185,191,45192,543,26199,Wire,debit,45011,00:15:55,11-Jul-2016,Open,None,2049719,None,USA-AZ86004,None
