id,customerid,fromaccount,toaccount,amount,balance,transactiontype,whentime
31770,31,470262,764406,3839.04604786,31061.3725691,1,2016-08-25 19:49:51
31771,77,470262,764406,3839.04604786,75348.8761792,2,2016-08-25 19:49:51
31772,99,418939,876359,3262.09069747,21830.9146677,1,2016-08-25 19:59:51
31773,95,418939,876359,3262.09069747,13148.4483729,2,2016-08-25 19:59:51
31774,68,471852,518480,4157.72870512,25540.3334743,1,2016-08-25 20:09:51
31775,59,471852,518480,4157.72870512,87432.2902927,2,2016-08-25 20:09:51
31776,83,943072,749337,5621.05713806,37617.8439239,1,2016-08-26 19:19:51
31777,84,943072,749337,5621.05713806,56226.9220246,2,2016-08-26 19:19:51
31778,43,936179,467280,932.101372933,22370.4329504,1,2016-08-26 19:29:51
31779,57,936179,467280,932.101372933,18386.7772412,2,2016-08-26 19:29:51
31780,48,166202,305156,14920.6536174,72847.8970731,1,2016-08-26 19:39:51
31781,32,166202,305156,14920.6536174,44022.2502678,2,2016-08-26 19:39:51
31782,83,943072,237738,4890.31971011,32727.5242138,1,2016-08-26 19:49:51
31783,46,943072,237738,4890.31971011,33422.0329084,2,2016-08-26 19:49:51
31784,57,467280,393938,3677.35544824,14709.4217929,1,2016-08-26 19:59:51
31785,24,467280,393938,3677.35544824,48704.4266959,2,2016-08-26 19:59:51
31786,86,930344,0,6032.6623257,27482.1283726,1,2016-08-26 20:09:51
31787,71,921658,891272,6141.7464217,27979.0670322,1,2016-08-26 20:19:51
31788,1,921658,891272,6141.7464217,65135.0941464,2,2016-08-26 20:19:51
31789,44,699610,764406,5504.06899923,25074.0921076,1,2016-08-26 20:29:51
31790,77,699610,764406,5504.06899923,80852.9451784,2,2016-08-26 20:29:51
31791,7,636714,674477,4764.38252939,20311.3149937,1,2016-08-26 20:39:51
31792,98,636714,674477,4764.38252939,28933.9601711,2,2016-08-26 20:39:51
31793,36,125917,470262,12053.9852855,48215.9411422,1,2016-08-27 18:49:51
31794,31,125917,470262,12053.9852855,43115.3578546,2,2016-08-27 18:49:51
31795,40,712159,880727,5115.30535382,41387.47059,1,2016-08-27 18:59:51
31796,39,712159,880727,5115.30535382,50470.504544,2,2016-08-27 18:59:51
31797,58,624937,524070,1892.27676067,13876.6962449,1,2016-08-27 19:09:51
31798,15,624937,524070,1892.27676067,42526.2377859,2,2016-08-27 19:09:51
31799,49,697202,125917,2051.30198852,18461.7178967,1,2016-08-27 19:19:51
31800,36,697202,125917,2051.30198852,50267.2431307,2,2016-08-27 19:19:51
31801,18,220113,871572,5909.77280222,31026.3072117,1,2016-08-27 19:29:51
31802,21,220113,871572,5909.77280222,107118.991,2,2016-08-27 19:29:51
31803,16,763673,0,3128.33771507,28155.0394357,1,2016-08-27 19:39:51
31804,76,708666,940970,2760.09838644,52441.8693424,1,2016-08-28 18:49:51
31805,82,708666,940970,2760.09838644,31164.7358124,2,2016-08-28 18:49:51
31806,61,828379,524070,5110.7453138,23282.2842073,1,2016-08-28 18:59:51
31807,15,828379,524070,5110.7453138,47636.9830997,2,2016-08-28 18:59:51
31808,36,125917,115528,7540.08646961,42727.1566611,1,2016-08-28 19:09:51
31809,17,125917,115528,7540.08646961,29396.3268202,2,2016-08-28 19:09:51
31810,44,699610,908786,1253.70460538,23820.3875022,1,2016-08-28 19:19:51
31811,92,699610,908786,1253.70460538,43249.7475587,2,2016-08-28 19:19:51
31812,89,893766,871572,1370.49160582,5481.96642327,1,2016-08-28 19:29:51
31813,21,893766,871572,1370.49160582,108489.482606,2,2016-08-28 19:29:51
31814,31,470262,0,6036.15009965,37079.207755,1,2016-08-28 19:39:51
31815,65,745558,192134,3062.04200014,17351.5713341,1,2016-08-28 19:49:51
31816,96,745558,192134,3062.04200014,48897.5958426,2,2016-08-28 19:49:51
31817,77,764406,0,15362.0595839,65490.8855945,1,2016-08-28 19:59:51
31818,45,236879,345727,9188.82033679,61494.4130232,1,2016-08-28 20:09:51
31819,25,236879,345727,9188.82033679,55332.6098761,2,2016-08-28 20:09:51
31820,53,943992,871572,13517.5058473,65997.234431,1,2016-08-28 20:19:51
31821,21,943992,871572,13517.5058473,122006.988453,2,2016-08-28 20:19:51
31822,93,844747,873515,2679.66287552,16460.7862354,1,2016-08-28 20:29:51
31823,50,844747,873515,2679.66287552,41299.8194412,2,2016-08-28 20:29:51
31824,12,620127,500724,1369.93549842,32878.4519621,1,2016-08-29 19:39:51
31825,3,620127,500724,1369.93549842,42377.0659285,2,2016-08-29 19:39:51
31826,5,783774,828379,3581.07048177,32229.634336,1,2016-08-29 19:49:51
31827,61,783774,828379,3581.07048177,26863.3546891,2,2016-08-29 19:49:51
31828,46,237738,165101,4010.64394901,29411.3889594,1,2016-08-29 19:59:51
31829,63,237738,165101,4010.64394901,42856.6482867,2,2016-08-29 19:59:51
31830,72,988304,115528,10229.843434,40919.3737358,1,2016-08-29 20:09:51
31831,17,988304,115528,10229.843434,39626.1702542,2,2016-08-29 20:09:51
31832,94,627076,967879,2361.51075588,21253.5968029,1,2016-08-29 20:19:51
31833,29,627076,967879,2361.51075588,26421.8579901,2,2016-08-29 20:19:51
31834,21,871572,763673,12200.6988453,109806.289608,1,2016-08-29 20:29:51
31835,16,871572,763673,12200.6988453,40355.738281,2,2016-08-29 20:29:51
31836,69,413103,471852,13130.7417234,52522.9668936,1,2016-08-29 20:39:51
31837,68,413103,471852,13130.7417234,38671.0751977,2,2016-08-29 20:39:51
31838,95,876359,371491,2235.23622339,10913.2121495,1,2016-08-30 18:49:51
31839,34,876359,371491,2235.23622339,60427.5668711,2,2016-08-30 18:49:51
31840,63,165101,940970,4714.23131154,38142.4169752,1,2016-08-30 18:59:51
31841,82,165101,940970,4714.23131154,35878.9671239,2,2016-08-30 18:59:51
31842,38,918862,745558,4739.98617041,29117.057904,1,2016-08-30 19:09:51
31843,65,918862,745558,4739.98617041,22091.5575046,2,2016-08-30 19:09:51
31844,97,666203,567538,7689.80538219,47237.3759192,1,2016-08-30 19:19:51
31845,2,666203,567538,7689.80538219,39969.1711113,2,2016-08-30 19:19:51
31846,59,518480,163625,16612.1351556,70820.1551371,1,2016-08-30 19:29:51
31847,54,518480,163625,16612.1351556,54540.6669471,2,2016-08-30 19:29:51
31848,27,932991,674477,4681.87664196,31332.5590654,1,2016-08-30 19:39:51
31849,98,932991,674477,4681.87664196,33615.836813,2,2016-08-30 19:39:51
31850,87,602125,674477,4395.94279768,20025.9616339,1,2016-08-30 19:49:51
31851,98,602125,674477,4395.94279768,38011.7796107,2,2016-08-30 19:49:51
31852,52,306189,467280,3199.15520003,28792.3968003,1,2016-08-30 19:59:51
31853,57,306189,467280,3199.15520003,17908.576993,2,2016-08-30 19:59:51
31854,81,962257,305156,8712.13781635,37141.2191118,1,2016-08-30 20:09:51
31855,32,962257,305156,8712.13781635,52734.3880842,2,2016-08-30 20:09:51
31856,100,932297,751890,4460.88992637,23419.6721134,1,2016-08-30 20:19:51
31857,74,932297,751890,4460.88992637,39322.6190141,2,2016-08-30 20:19:51
31858,61,828379,212335,3223.60256269,23639.7521264,1,2016-08-30 20:29:51
31859,13,828379,212335,3223.60256269,38772.0250736,2,2016-08-30 20:29:51
31860,1,12345,891272,6577.33333333,71712.4274798,2,2016-08-31 19:39:51
31861,2,12345,567538,9381.0,49350.1711113,2,2016-08-31 19:39:51
31862,3,12345,500724,4996.33333333,47373.3992618,2,2016-08-31 19:39:51
31863,4,12345,914466,22797.6666667,37574.3801652,2,2016-08-31 19:39:51
31864,5,12345,783774,14974.3333333,47203.9676693,2,2016-08-31 19:39:51
31865,6,12345,663702,19314.3333333,44284.2987707,2,2016-08-31 19:39:51
31866,7,12345,636714,18064.6666667,38375.9816604,2,2016-08-31 19:39:51
31867,8,12345,878538,3737.33333333,22842.7390002,2,2016-08-31 19:39:51
31868,9,12345,450148,7666.33333333,55344.8989149,2,2016-08-31 19:39:51
31869,10,12345,839923,15211.6666667,63384.7702872,2,2016-08-31 19:39:51
31870,11,12345,891150,23410.6666667,125541.972628,2,2016-08-31 19:39:51
31871,12,12345,620127,19674.0,52552.4519621,2,2016-08-31 19:39:51
31872,13,12345,212335,16678.0,55450.0250736,2,2016-08-31 19:39:51
31873,14,12345,893318,9891.66666667,44044.9500262,2,2016-08-31 19:39:51
31874,15,12345,524070,21613.3333333,69250.316433,2,2016-08-31 19:39:51
31875,16,12345,763673,8881.66666667,49237.4049477,2,2016-08-31 19:39:51
31876,17,12345,115528,14614.6666667,54240.8369208,2,2016-08-31 19:39:51
31877,18,12345,220113,17716.0,48742.3072117,2,2016-08-31 19:39:51
31878,19,12345,478877,7216.33333333,22981.6012218,2,2016-08-31 19:39:51
31879,20,12345,554762,30335.6666667,57649.4592987,2,2016-08-31 19:39:51
31880,21,12345,871572,15124.3333333,124930.622941,2,2016-08-31 19:39:51
31881,22,12345,672289,23999.3333333,99423.4137083,2,2016-08-31 19:39:51
31882,23,12345,768282,21812.6666667,47224.8551814,2,2016-08-31 19:39:51
31883,24,12345,393938,10127.0,58831.4266959,2,2016-08-31 19:39:51
31884,25,12345,345727,13468.6666667,68801.2765428,2,2016-08-31 19:39:51
31885,26,12345,954873,24961.3333333,34536.6860024,2,2016-08-31 19:39:51
31886,27,12345,932991,30153.6666667,61486.2257321,2,2016-08-31 19:39:51
31887,28,12345,184756,16971.0,76249.4212559,2,2016-08-31 19:39:51
31888,29,12345,967879,8067.0,34488.8579901,2,2016-08-31 19:39:51
31889,30,12345,393851,16302.3333333,63013.6985096,2,2016-08-31 19:39:51
31890,31,12345,470262,24488.3333333,61567.5410883,2,2016-08-31 19:39:51
31891,32,12345,305156,28168.0,80902.3880842,2,2016-08-31 19:39:51
31892,33,12345,589197,11707.6666667,31156.291425,2,2016-08-31 19:39:51
31893,34,12345,371491,32591.3333333,93018.9002044,2,2016-08-31 19:39:51
31894,35,12345,923660,7820.66666667,27323.4951694,2,2016-08-31 19:39:51
31895,36,12345,125917,27069.0,69796.1566611,2,2016-08-31 19:39:51
31896,37,12345,308183,9019.66666667,52148.1780483,2,2016-08-31 19:39:51
31897,38,12345,918862,28016.0,57133.057904,2,2016-08-31 19:39:51
31898,39,12345,880727,16167.3333333,66637.8378773,2,2016-08-31 19:39:51
31899,40,12345,712159,30531.0,71918.47059,2,2016-08-31 19:39:51
31900,41,12345,918519,8413.66666667,32389.3036464,2,2016-08-31 19:39:51
31901,42,12345,150467,8381.33333333,48165.4630385,2,2016-08-31 19:39:51
31902,43,12345,936179,7829.33333333,30199.7662837,2,2016-08-31 19:39:51
31903,44,12345,699610,18310.0,42130.3875022,2,2016-08-31 19:39:51
31904,45,12345,236879,24704.0,86198.4130232,2,2016-08-31 19:39:51
31905,46,12345,237738,21686.0,51097.3889594,2,2016-08-31 19:39:51
31906,47,12345,518505,32532.3333333,66926.0684043,2,2016-08-31 19:39:51
31907,48,12345,166202,21342.3333333,94190.2304064,2,2016-08-31 19:39:51
31908,49,12345,697202,4051.66666667,22513.3845634,2,2016-08-31 19:39:51
31909,50,12345,873515,10117.3333333,51417.1527745,2,2016-08-31 19:39:51
31910,51,12345,491731,27849.6666667,82131.0272658,2,2016-08-31 19:39:51
31911,52,12345,306189,9105.0,37897.3968003,2,2016-08-31 19:39:51
31912,53,12345,943992,29896.0,95893.234431,2,2016-08-31 19:39:51
31913,54,12345,163625,14151.6666667,68692.3336137,2,2016-08-31 19:39:51
31914,55,12345,826972,30520.6666667,68790.4999006,2,2016-08-31 19:39:51
31915,56,12345,941307,20243.3333333,73804.9846061,2,2016-08-31 19:39:51
31916,57,12345,467280,26505.6666667,44414.2436596,2,2016-08-31 19:39:51
31917,58,12345,624937,18041.6666667,31918.3629116,2,2016-08-31 19:39:51
31918,59,12345,518480,32565.6666667,103385.821804,2,2016-08-31 19:39:51
31919,60,12345,936429,14354.0,46111.6072635,2,2016-08-31 19:39:51
31920,61,12345,828379,22540.3333333,46180.0854597,2,2016-08-31 19:39:51
31921,62,12345,203790,21684.6666667,32926.076403,2,2016-08-31 19:39:51
31922,63,12345,165101,22297.6666667,60440.0836418,2,2016-08-31 19:39:51
31923,64,12345,420727,26298.6666667,43750.352131,2,2016-08-31 19:39:51
31924,65,12345,745558,18038.0,40129.5575046,2,2016-08-31 19:39:51
31925,66,12345,781588,27139.0,51279.5051698,2,2016-08-31 19:39:51
31926,67,12345,531934,27731.3333333,47796.4828413,2,2016-08-31 19:39:51
31927,68,12345,471852,28387.0,67058.0751977,2,2016-08-31 19:39:51
31928,69,12345,413103,23860.6666667,76383.6335603,2,2016-08-31 19:39:51
31929,70,12345,268381,4751.66666667,33269.1554231,2,2016-08-31 19:39:51
31930,71,12345,921658,11558.3333333,39537.4003655,2,2016-08-31 19:39:51
31931,72,12345,988304,25556.6666667,66476.0404025,2,2016-08-31 19:39:51
31932,73,12345,587734,31061.6666667,54494.5047744,2,2016-08-31 19:39:51
31933,74,12345,751890,23673.3333333,62995.9523474,2,2016-08-31 19:39:51
31934,75,12345,969725,25838.3333333,47837.4017698,2,2016-08-31 19:39:51
31935,76,12345,708666,11611.0,64052.8693424,2,2016-08-31 19:39:51
31936,77,12345,764406,27461.3333333,92952.2189278,2,2016-08-31 19:39:51
31937,78,12345,874008,28421.6666667,68423.7303358,2,2016-08-31 19:39:51
31938,79,12345,475510,12053.0,38742.3752611,2,2016-08-31 19:39:51
31939,80,12345,960256,17186.3333333,47000.6470351,2,2016-08-31 19:39:51
31940,81,12345,962257,9831.33333333,46972.5524451,2,2016-08-31 19:39:51
31941,82,12345,940970,12734.6666667,48613.6337906,2,2016-08-31 19:39:51
31942,83,12345,943072,28641.3333333,61368.8575472,2,2016-08-31 19:39:51
31943,84,12345,749337,12486.6666667,68713.5886912,2,2016-08-31 19:39:51
31944,85,12345,486555,31678.0,62209.9526993,2,2016-08-31 19:39:51
31945,86,12345,930344,7661.66666667,35143.7950393,2,2016-08-31 19:39:51
31946,87,12345,602125,28768.0,48793.9616339,2,2016-08-31 19:39:51
31947,88,12345,752325,14439.0,31264.2855334,2,2016-08-31 19:39:51
31948,89,12345,893766,20956.6666667,26438.6330899,2,2016-08-31 19:39:51
31949,90,12345,624005,25453.3333333,87585.4331896,2,2016-08-31 19:39:51
31950,91,12345,275651,23216.0,86686.5270194,2,2016-08-31 19:39:51
31951,92,12345,908786,9301.0,52550.7475587,2,2016-08-31 19:39:51
31952,93,12345,844747,12227.6666667,28688.452902,2,2016-08-31 19:39:51
31953,94,12345,627076,16890.0,38143.5968029,2,2016-08-31 19:39:51
31954,95,12345,876359,21146.6666667,32059.8788161,2,2016-08-31 19:39:51
31955,96,12345,192134,32622.6666667,81520.2625093,2,2016-08-31 19:39:51
31956,97,12345,666203,21710.0,68947.3759192,2,2016-08-31 19:39:51
31957,98,12345,674477,31867.6666667,69879.4462774,2,2016-08-31 19:39:51
31958,99,12345,418939,14802.3333333,36633.248001,2,2016-08-31 19:39:51
31959,100,12345,932297,10282.3333333,33702.0054468,2,2016-08-31 19:39:51
31960,25,345727,932991,9632.17871599,59169.0978268,1,2016-08-31 19:39:51
31961,27,345727,932991,9632.17871599,71118.4044481,2,2016-08-31 19:39:51
31962,47,518505,826972,13385.2136809,53540.8547235,1,2016-08-31 19:49:51
31963,55,518505,826972,13385.2136809,82175.7135815,2,2016-08-31 19:49:51
31964,63,165101,0,604.400836418,59835.6828054,1,2016-08-31 19:59:51
31965,37,308183,0,10429.6356097,41718.5424387,1,2016-08-31 20:09:51
31966,34,371491,943072,13022.6460286,79996.2541758,1,2016-08-31 20:19:51
31967,83,371491,943072,13022.6460286,74391.5035758,2,2016-08-31 20:19:51
31968,59,518480,663702,19643.3061427,83742.515661,1,2016-08-31 20:29:51
31969,6,518480,663702,19643.3061427,63927.6049134,2,2016-08-31 20:29:51
31970,1,891272,624937,12908.2369464,58804.1905334,1,2016-09-01 19:39:51
31971,58,891272,624937,12908.2369464,44826.5998579,2,2016-09-01 19:39:51
31972,76,708666,0,9607.93040136,54444.938941,1,2016-09-01 19:49:51
31973,96,192134,844747,11412.8367513,70107.425758,1,2016-09-01 19:59:51
31974,93,192134,844747,11412.8367513,40101.2896533,2,2016-09-01 19:59:51
31975,14,893318,0,11892.1365071,32152.8135191,1,2016-09-01 20:09:51
31976,13,212335,697202,2772.50125368,52677.52382,1,2016-09-01 20:19:51
31977,49,212335,697202,2772.50125368,25285.885817,2,2016-09-01 20:19:51
31978,66,781588,666203,8204.72082716,43074.7843426,1,2016-09-01 20:29:51
31979,97,781588,666203,8204.72082716,77152.0967463,2,2016-09-01 20:29:51
31980,25,345727,874008,10058.7466306,49110.3511962,1,2016-09-01 20:39:51
31981,78,345727,874008,10058.7466306,78482.4769663,2,2016-09-01 20:39:51
31982,56,941307,0,14022.9470752,59782.0375309,1,2016-09-01 20:49:51
31983,30,393851,212335,630.136985096,62383.5615245,1,2016-09-01 20:59:51
31984,13,393851,212335,630.136985096,53307.6608051,2,2016-09-01 20:59:51
31985,63,165101,930344,4786.85462443,55048.828181,1,2016-09-01 21:09:51
31986,86,165101,930344,4786.85462443,39930.6496637,2,2016-09-01 21:09:51
31987,1,891272,9999999999,4861.65140386,53942.5391296,1,2016-09-02 19:19:51
31989,2,567538,9999999999,14265.7090244,35084.4620868,1,2016-09-02 19:19:51
31991,3,500724,9999999999,2836.67494411,44536.7243177,1,2016-09-02 19:19:51
31993,4,914466,9999999999,29276.7135664,8297.66659883,1,2016-09-02 19:19:51
31995,5,783774,9999999999,7675.85795295,39528.1097163,1,2016-09-02 19:19:51
31997,6,663702,9999999999,20069.6609686,43857.9439448,1,2016-09-02 19:19:51
31999,7,636714,9999999999,23341.8848771,15034.0967833,1,2016-09-02 19:19:51
32001,8,878538,9999999999,2776.52625391,20066.2127463,1,2016-09-02 19:19:51
32003,9,450148,9999999999,7269.55137784,48075.347537,1,2016-09-02 19:19:51
32005,10,839923,9999999999,7070.14790804,56314.6223792,1,2016-09-02 19:19:51
32007,11,891150,9999999999,18484.2518831,107057.720745,1,2016-09-02 19:19:51
32009,12,620127,9999999999,11817.1773053,40735.2746569,1,2016-09-02 19:19:51
32011,13,212335,9999999999,17799.9046058,35507.7561993,1,2016-09-02 19:19:51
32013,14,893318,9999999999,4608.46150375,27544.3520154,1,2016-09-02 19:19:51
32015,15,524070,9999999999,10662.0647709,58588.2516621,1,2016-09-02 19:19:51
32017,16,763673,9999999999,2094.90274168,47142.502206,1,2016-09-02 19:19:51
32019,17,115528,9999999999,6505.55468,47735.2822408,1,2016-09-02 19:19:51
32021,18,220113,9999999999,8387.95523795,40354.3519737,1,2016-09-02 19:19:51
32023,19,478877,9999999999,7494.54376598,15487.0574559,1,2016-09-02 19:19:51
32025,20,554762,9999999999,12977.0079543,44672.4513444,1,2016-09-02 19:19:51
32027,21,871572,9999999999,8971.68497322,115958.937968,1,2016-09-02 19:19:51
32029,22,672289,9999999999,4288.99018997,95134.4235183,1,2016-09-02 19:19:51
32031,23,768282,9999999999,6873.67677274,40351.1784086,1,2016-09-02 19:19:51
32033,24,393938,9999999999,7844.31900187,50987.107694,1,2016-09-02 19:19:51
32035,25,345727,9999999999,4483.66629626,44626.6849,1,2016-09-02 19:19:51
32037,26,954873,9999999999,3534.71179587,31001.9742065,1,2016-09-02 19:19:51
32039,27,932991,9999999999,5009.02624116,66109.3782069,1,2016-09-02 19:19:51
32041,28,184756,9999999999,13769.8799,62479.5413559,1,2016-09-02 19:19:51
32043,29,967879,9999999999,6447.64269778,28041.2152923,1,2016-09-02 19:19:51
32045,30,393851,9999999999,11119.4303582,51264.1311664,1,2016-09-02 19:19:51
32047,31,470262,9999999999,5728.10005341,55839.4410349,1,2016-09-02 19:19:51
32049,32,305156,9999999999,8460.70023382,72441.6878504,1,2016-09-02 19:19:51
32051,33,589197,9999999999,8962.0897088,22194.2017162,1,2016-09-02 19:19:51
32053,34,371491,9999999999,44418.6345811,35577.6195947,1,2016-09-02 19:19:51
32055,35,923660,9999999999,3905.48412532,23418.0110441,1,2016-09-02 19:19:51
32057,36,125917,9999999999,4226.70454052,65569.4521206,1,2016-09-02 19:19:51
32059,37,308183,9999999999,2581.8352372,39136.7072015,1,2016-09-02 19:19:51
32061,38,918862,9999999999,17679.1696504,39453.8882535,1,2016-09-02 19:19:51
32063,39,880727,9999999999,17034.4238078,49603.4140696,1,2016-09-02 19:19:51
32065,40,712159,9999999999,16848.9960865,55069.4745035,1,2016-09-02 19:19:51
32067,41,918519,9999999999,1906.58412631,30482.71952,1,2016-09-02 19:19:51
32069,42,150467,9999999999,8149.31612962,40016.1469089,1,2016-09-02 19:19:51
32071,43,936179,9999999999,5583.79123002,24615.9750537,1,2016-09-02 19:19:51
32073,44,699610,9999999999,16438.9736664,25691.4138358,1,2016-09-02 19:19:51
32075,45,236879,9999999999,7684.80653997,78513.6064832,1,2016-09-02 19:19:51
32077,46,237738,9999999999,11689.4814445,39407.9075149,1,2016-09-02 19:19:51
32079,47,518505,9999999999,6269.343128,47271.5115955,1,2016-09-02 19:19:51
32081,48,166202,9999999999,5018.86197152,89171.3684349,1,2016-09-02 19:19:51
32083,49,697202,9999999999,5659.27896215,19626.6068549,1,2016-09-02 19:19:51
32085,50,873515,9999999999,11035.7476236,40381.4051509,1,2016-09-02 19:19:51
32087,51,491731,9999999999,17500.7494424,64630.2778234,1,2016-09-02 19:19:51
32089,52,306189,9999999999,5258.62898044,32638.7678198,1,2016-09-02 19:19:51
32091,53,943992,9999999999,15328.6281302,80564.6063008,1,2016-09-02 19:19:51
32093,54,163625,9999999999,4743.76733986,63948.5662739,1,2016-09-02 19:19:51
32095,55,826972,9999999999,31084.099451,51091.6141305,1,2016-09-02 19:19:51
32097,56,941307,9999999999,17462.1116958,42319.9258352,1,2016-09-02 19:19:51
32099,57,467280,9999999999,18508.4157934,25905.8278662,1,2016-09-02 19:19:51
32101,58,624937,9999999999,4193.48233697,40633.117521,1,2016-09-02 19:19:51
32103,59,518480,9999999999,18637.0463575,65105.4693035,1,2016-09-02 19:19:51
32105,60,936429,9999999999,7853.42307441,38258.1841891,1,2016-09-02 19:19:51
32107,61,828379,9999999999,37051.4297028,9128.65575696,1,2016-09-02 19:19:51
32109,62,203790,9999999999,13033.6779116,19892.3984914,1,2016-09-02 19:19:51
32111,63,165101,9999999999,18571.08036,36477.747821,1,2016-09-02 19:19:51
32113,64,420727,9999999999,30982.856208,12767.495923,1,2016-09-02 19:19:51
32115,65,745558,9999999999,22037.7859249,18091.7715797,1,2016-09-02 19:19:51
32117,66,781588,9999999999,42247.4958948,827.288447847,1,2016-09-02 19:19:51
32119,67,531934,9999999999,5787.54089267,42008.9419487,1,2016-09-02 19:19:51
32121,68,471852,9999999999,39182.5364089,27875.5387888,1,2016-09-02 19:19:51
32123,69,413103,9999999999,8175.62613709,68208.0074232,1,2016-09-02 19:19:51
32125,70,268381,9999999999,3015.47592531,30253.6794978,1,2016-09-02 19:19:51
32127,71,921658,9999999999,13293.271061,26244.1293046,1,2016-09-02 19:19:51
32129,72,988304,9999999999,51112.0,15364.0404025,1,2016-09-02 19:19:51
32131,73,587734,9999999999,6214.6,48279.9047744,1,2016-09-02 19:19:51
32133,74,751890,9999999999,14053.1729497,48942.7793977,1,2016-09-02 19:19:51
32135,75,969725,9999999999,13239.8610094,34597.5407604,1,2016-09-02 19:19:51
32137,76,708666,9999999999,17587.8987645,36857.0401765,1,2016-09-02 19:19:51
32139,77,764406,9999999999,28918.2356225,64033.9833053,1,2016-09-02 19:19:51
32141,78,874008,9999999999,8371.63654684,70110.8404195,1,2016-09-02 19:19:51
32143,79,475510,9999999999,12644.0878402,26098.2874209,1,2016-09-02 19:19:51
32145,80,960256,9999999999,12616.4670047,34384.1800304,1,2016-09-02 19:19:51
32147,81,962257,9999999999,3130.04924519,43842.5031999,1,2016-09-02 19:19:51
32149,82,940970,9999999999,7216.21554052,41397.41825,1,2016-09-02 19:19:51
32151,83,943072,9999999999,34925.7871183,39465.7164575,1,2016-09-02 19:19:51
32153,84,749337,9999999999,9005.42032,59708.1683712,1,2016-09-02 19:19:51
32155,85,486555,9999999999,10493.4183542,51716.5343451,1,2016-09-02 19:19:51
32157,86,930344,9999999999,3856.29871359,36074.3509501,1,2016-09-02 19:19:51
32159,87,602125,9999999999,16232.1074131,32561.8542208,1,2016-09-02 19:19:51
32161,88,752325,9999999999,2349.93760308,28914.3479303,1,2016-09-02 19:19:51
32163,89,893766,9999999999,15712.7328,10725.9002899,1,2016-09-02 19:19:51
32165,90,624005,9999999999,8362.12320509,79223.3099845,1,2016-09-02 19:19:51
32167,91,275651,9999999999,46432.0,40254.5270194,1,2016-09-02 19:19:51
32169,92,908786,9999999999,6529.50250862,46021.2450501,1,2016-09-02 19:19:51
32171,93,844747,9999999999,4251.30492674,35849.9847266,1,2016-09-02 19:19:51
32173,94,627076,9999999999,12920.5151755,25223.0816274,1,2016-09-02 19:19:51
32175,95,876359,9999999999,3329.9274651,28729.951351,1,2016-09-02 19:19:51
32177,96,192134,9999999999,29273.7928705,40833.6328875,1,2016-09-02 19:19:51
32179,97,666203,9999999999,4083.76542919,73068.3313172,1,2016-09-02 19:19:51
32181,98,674477,9999999999,15440.3104219,54439.1358555,1,2016-09-02 19:19:51
32183,99,418939,9999999999,3832.83194419,32800.4160568,1,2016-09-02 19:19:51
32185,100,932297,9999999999,4498.28209442,29203.7233524,1,2016-09-02 19:19:51
32187,47,518505,0,5199.8662755,42071.64532,1,2016-09-02 19:19:51
32188,34,371491,305156,6048.19533111,29529.4242636,1,2016-09-02 19:29:51
32189,32,371491,305156,6048.19533111,78489.8831815,2,2016-09-02 19:29:51
32190,83,943072,893318,7103.82896235,32361.8874952,1,2016-09-02 19:39:51
32191,14,943072,893318,7103.82896235,34648.1809777,2,2016-09-02 19:39:51
32192,42,150467,751890,6002.42203633,34013.7248725,1,2016-09-02 19:49:51
32193,74,150467,751890,6002.42203633,54945.201434,2,2016-09-02 19:49:51
32194,5,783774,936179,6324.49755461,33203.6121617,1,2016-09-02 19:59:51
32195,43,783774,936179,6324.49755461,30940.4726083,2,2016-09-02 19:59:51
32196,39,880727,936429,8928.61453252,40674.799537,1,2016-09-02 20:09:51
32197,60,880727,936429,8928.61453252,47186.7987216,2,2016-09-02 20:09:51
32198,66,781588,518505,107.54749822,719.740949627,1,2016-09-02 20:19:51
32199,47,781588,518505,107.54749822,42179.1928182,2,2016-09-02 20:19:51
32200,82,940970,893318,6623.58692001,34773.83133,1,2016-09-02 20:29:51
32201,14,940970,893318,6623.58692001,41271.7678977,2,2016-09-02 20:29:51
32202,91,275651,768282,5635.63378272,34618.8932367,1,2016-09-02 20:39:51
32203,23,275651,768282,5635.63378272,45986.8121914,2,2016-09-02 20:39:51
32204,4,914466,0,248.929997965,8048.73660086,1,2016-09-03 18:49:51
32205,87,602125,166202,4558.65959091,28003.1946299,1,2016-09-03 18:59:51
32206,48,602125,166202,4558.65959091,93730.0280258,2,2016-09-03 18:59:51
32207,44,699610,891272,3339.88379865,22351.5300371,1,2016-09-03 19:09:51
32208,1,699610,891272,3339.88379865,57282.4229282,2,2016-09-03 19:09:51
32209,48,166202,988304,9373.00280258,84357.0252232,1,2016-09-03 19:19:51
32210,72,166202,988304,9373.00280258,24737.0432051,2,2016-09-03 19:19:51
32211,41,918519,192134,5486.88951361,24995.8300064,1,2016-09-03 19:29:51
32212,96,918519,192134,5486.88951361,46320.5224011,2,2016-09-03 19:29:51
32213,57,467280,602125,3626.81590127,22279.011965,1,2016-09-03 19:39:51
32214,87,467280,602125,3626.81590127,31630.0105311,2,2016-09-03 19:39:51
32215,7,636714,305156,1804.09161399,13230.0051693,1,2016-09-04 18:49:51
32216,32,636714,305156,1804.09161399,80293.9747955,2,2016-09-04 18:49:51
